Feature,Importance,Variance
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_std,0.23539,0.00027565905260143263
Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_std,0.08737,0.09744982201191045
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,0.05803,2.4163782343683936e-06
Gravmap2016-grid-grv_cscba_std,0.05345,8.808405897163681e-06
Opaque_Index_correlation,0.04586,0.0003139394702753687
AlOH_Group_Content_correlation,0.03604,0.00012653482168555142
Gravmap2019-grid-grv_cscba_1vd_mean,0.03121,0.005327252806836072
Gravmap2016-grid-grv_ir_mean,0.0252,0.000599144681539317
Gravmap2019-grid-grv_fa_std,0.02457,1.0470409852050423e-05
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_dissimilarity,0.02454,1.4123218296925334e-05
RockUnitBndyFaults_PMIP,0.02381,0.0025869351484512156
Radmap2019-grid-uk_ratio-AWAGS_RAD_2019_dissimilarity,0.02209,0.0002867669879491101
Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_dissimilarity,0.02074,0.0007541090181999657
MetamorphicBoundaries_Benambran,0.01952,0.00024100420065588886
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_mean,0.01938,0.002137365347033407
Radmap2019-grid-uk_ratio-AWAGS_RAD_2019_correlation,0.01792,1.3705513762889114e-05
AlOH_Group_Composition_correlation,0.01582,0.0014134633197245678
MetamorphicBoundaries_Delamerian,0.01404,0.0008156537534706143
Silica_Index_correlation,0.01371,1.9847801716549854e-06
Gravmap2016-grid-grv_cscba_mean,0.01332,3.661040716924606e-06
Gypsum_Index_correlation,0.01324,2.1207105554101183e-06
Opaque_Index_mean,0.01075,0.0008317231693764602
Ferrous_Iron_Content_in_MgOH_mean,0.01045,6.13429837863057e-05
Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,0.00984,2.3798895205074618e-05
MetamorphicBoundaries_KanimblanTablelands,0.00927,4.46339419741059e-06
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_mean,0.00823,1.1891942572927758e-05
Magmap2019-grid-tmi_rtp_as-AWAGS_MAG_2019_correlation,0.00817,1.5455406069599695e-05
Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,0.00796,0.0005718896352074878
Gravmap2019-grid-ausdrape_ellips_dy,0.0079,8.370635689965573e-06
Gravmap2019-grid-ausdrape_ellips_dx,0.00762,2.3014638694149584e-05
FeOH_Group_Content_mean,0.00697,3.4720308889168034e-05
Ferric_Oxide_Content_std,0.00662,1.1059354834943212e-06
Quartz_Index_dissimilarity,0.0058,9.059780947765247e-05
Gravmap2019-grid-dem_ellips_dx,0.00493,3.491557649472219e-05
MetamorphicBoundaries_Tabberabberan,0.00405,0.0005521800456237849
Gravmap2019-grid-grv_fa_dissimilarity,0.00387,0.0005181654149763965
