Feature,Importance,Variance
Ferric_Oxide_Composition_std,0.00367,1.5066373766011762e-05
Radmap2019-grid-uth_ratio-AWAGS_RAD_2019_mean,0.00363,1.166963555575469e-05
Radmap2019-grid-dose_terr-AWAGS_RAD_2019_mean,0.00359,2.3232660467114302e-05
Quartz_Index_correlation,0.00351,1.260536856501004e-06
Ferric_Oxide_Composition_correlation,0.00302,0.0005764527869394117
MetamorphicFacies_Benambran_Subgreenschist facies,0.00288,0.002195850853597838
Radmap2019-grid-u2th_ratio-AWAGS_RAD_2019_dissimilarity,0.0027,0.0001586785034491402
RockUnitBndyFaults_PTB,0.00265,9.46684851907557e-05
MetamorphicFacies_Tabberabberan_Greenschist facies,0.0026,3.670174231731061e-05
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_correlation,0.00258,0.00014313214788367205
Gravmap2016-grid-grv_cscba_dissimilarity,0.00251,2.534617700533696e-07
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_std,0.00238,0.00018617422003403933
Radmap2019-grid-u2th_ratio-AWAGS_RAD_2019_correlation,0.00228,1.725440276600298e-05
Green_Vegetation_correlation,0.00222,5.411141026720826e-05
IntrusionsBndys_Esk,0.00216,0.0002863384611212814
Magmap2019-grid-tmi_rtp_enhancement-PGravTHD-AWAGS_MAG_2019_correlation,0.00196,0.0001572219223067911
Gravmap2019-grid-dem_ellips_dy,0.00188,0.0018214709142316413
Radmap2019-grid-uth_ratio-AWAGS_RAD_2019_correlation,0.0018,0.00019015082042903028
Radmap2019-grid-uth_ratio-AWAGS_RAD_2019_dissimilarity,0.00176,6.041642211914227e-05
RockUnitBndyFaults_LAO,0.00173,3.5006180480136265e-06
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_dissimilarity,0.00164,0.0003999286202104674
IntrusionsBndys_Tabberabberan,0.00141,0.0002353890775222048
RockUnitBndyFaults_CSP,0.00139,0.00016068101769388136
Radmap2019-grid-dose_terr-AWAGS_RAD_2019_correlation,0.00127,4.867318250161294e-05
Magmap2019-grid-tmi_rtp_enhancement-PGravTHD-AWAGS_MAG_2019_dissimilarity,0.00126,5.984618314497575e-06
MetamorphicFacies_Benambran_Upper Greenschist,0.00124,3.90725300910106e-05
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_correlation,0.00118,5.848561613036857e-06
Gravmap2019-grid-grv_cscba_1vd-IncludesAirborne_std,0.00117,0.0005134662847752348
Radmap2019-grid-dose_terr-AWAGS_RAD_2019_std,0.00107,0.0001739580435807655
Ferrous_Iron_Index_correlation,0.00107,0.00019104450830041665
Radmap2019-grid-dose_terr-AWAGS_RAD_2019_dissimilarity,0.00102,4.337018412092562e-05
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_dissimilarity,0.00098,3.378406868336558e-05
Silica_Index_dissimilarity,0.00098,2.5220906570486838e-05
AlOH_Group_Composition_mean,0.0009,0.0005772450326476481
Gravmap2019-grid-grv_cscba_1vd_correlation,0.00087,4.5443043963430835e-05
Radmap2019-grid-u_conc-AWAGS_RAD_2019_dissimilarity,0.00083,0.0
Gravmap2019-grid-grv_cscba_1vd_dissimilarity,0.00068,0.0
MetamorphicFacies_Tabberabberan_Subgreenschist facies,0.00056,0.0
Ferric_Oxide_Content_correlation,0.00042,0.0
MetamorphicFacies_HunterBowen_Greenschist facies,0.00021,0.0
MetamorphicFacies_Delamerian_Null,0.00014,0.0
MetamorphicFacies_Benambran_Greenschist facies,0.0001,0.0
MetamorphicFacies_Benambran_Null,7e-05,0.0
MetamorphicFacies_Esk_Null,7e-05,0.0
MetamorphicFacies_Esk_Subgreenschist facies,6e-05,0.0
MetamorphicFacies_HunterBowen_Null,5e-05,0.0
MetamorphicFacies_HunterBowen_Subgreenschist facies,5e-05,0.0
MetamorphicFacies_Tabberabberan_Null,4e-05,0.0
MetamorphicFacies_Delamerian_Greenschist facies,3e-05,0.0
Intrusions_Tabberabberan_Granite,2e-05,0.0
Intrusions_Tabberabberan_Null,2e-05,6.732487407083949e-10
MetamorphicFacies_Delamerian_Subgreenschist facies,2e-05,7.557681292058591e-12
MetamorphicFacies_Tabberabberan_Upper Greenschist,2e-05,1.8003156066157423e-12
MetamorphicFacies_KanimblanTablelands_Greenschist facies,1e-05,0.0
MetamorphicFacies_KanimblanTablelands_Subgreenschist facies,1e-05,0.0
Intrusions_Delamerian_Diorite,0.0,0.0
Intrusions_Delamerian_Felsic igneous rock,0.0,0.0
Intrusions_Delamerian_Mafic igneous rock,0.0,0.0
Intrusions_Delamerian_Null,0.0,0.0
Intrusions_Esk_Felsic igneous rock,0.0,3.1390132372111588e-09
Intrusions_Esk_Granite,0.0,0.0
Intrusions_Esk_Granodiorite,0.0,1.0681979165346228e-12
Intrusions_Esk_Monzonite,0.0,0.0
Intrusions_Esk_Null,0.0,0.0
Intrusions_Esk_Phaneritic igneous rock,0.0,0.0
Intrusions_Esk_Pyroclastic rock,0.0,1.5783951505881742e-09
Intrusions_HunterBowen_Granite,0.0,0.0
Intrusions_HunterBowen_Null,0.0,0.0
Intrusions_HunterBowen_Tonalite,0.0,0.0
Intrusions_KanimblanTablelands_Granite,0.0,2.4918483888473093e-07
Intrusions_KanimblanTablelands_Granitic rock,0.0,3.1499474164495296e-08
Intrusions_KanimblanTablelands_Igneous rock,0.0,4.4352716483897e-05
Intrusions_KanimblanTablelands_Null,0.0,1.1108865698066764e-06
Intrusions_KanimblanTablelands_Porphyry,0.0,1.852015718296293e-13
Intrusions_Tabberabberan_Dacite,0.0,8.944187112664182e-08
Intrusions_Tabberabberan_Diorite,0.0,3.4081073259503085e-07
Intrusions_Tabberabberan_Felsic igneous rock,0.0,1.4644910687772511e-08
Intrusions_Tabberabberan_Fine grained igneous rock,0.0,4.62495609470155e-10
Intrusions_Tabberabberan_Gabbro,0.0,2.7752842701938182e-08
Intrusions_Tabberabberan_Granitic rock,0.0,4.0217144281659884e-08
Intrusions_Tabberabberan_Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Igneous rock,0.0,1.2337911188144368e-07
Intrusions_Tabberabberan_Mafic igneous rock,0.0,1.3219990259721413e-08
Intrusions_Tabberabberan_Monzonite,0.0,2.8744110462856086e-08
Intrusions_Tabberabberan_Porphyry,0.0,3.9588862934011305e-09
Intrusions_Tabberabberan_Sandstone,0.0,5.98517376185524e-09
MetamorphicFacies_Benambran_Amphibolite facies,0.0,0.0
MetamorphicFacies_Delamerian_Amphibolite facies,0.0,0.0
MetamorphicFacies_Delamerian_Upper Greenschist,0.0,0.0
MetamorphicFacies_HunterBowen_Amphibolite facies,0.0,2.0481817150963816e-10
MetamorphicFacies_Olarian_Amphibolite facies,0.0,0.0
MetamorphicFacies_Olarian_Granulite facies,0.0,3.630808210119428e-05
MetamorphicFacies_Olarian_Greenschist facies,0.0,1.7845449954356187e-08
MetamorphicFacies_Olarian_Null,0.0,2.483011987775832e-06
MetamorphicFacies_Tabberabberan_Amphibolite facies,0.0,1.6024815620375924e-08
RockUnits_BlanchetownClay_Clay,0.0,0.0
RockUnits_BookpurnongFormation_Clay,0.0,0.0
RockUnits_CalivilFormation_Gravel,0.0,0.0
RockUnits_CIP_Igneous rock,0.0,0.0
RockUnits_CSP_Sand,0.0,0.0
RockUnits_CUR_Iron-rich sedimentary rock,0.0,0.0
RockUnits_DLO_Granite,0.0,0.0
RockUnits_DuddoLimestone_Limestone,0.0,0.0
RockUnits_EttrickFormation_Sand,0.0,0.0
RockUnits_GAB_Sandstone,0.0,0.0
RockUnits_GeeraClay_Silt,0.0,0.0
RockUnits_LAO_Granite,0.0,0.0
RockUnits_LoxtonSands_Sand,0.0,0.0
RockUnits_MurrayBasinQuaternaryCover_Silt,0.0,0.0
RockUnits_NEO_Sandstone,0.0,0.0
RockUnits_PMIP_Trachyte,0.0,0.0
RockUnits_PTB_Sandstone,0.0,0.0
RockUnits_RenmarkGroup_Clastic sediment,0.0,0.0
RockUnits_THO_Igneous rock,0.0,0.0
RockUnits_WDB_Sandstone,0.0,0.0
RockUnits_WinnamboolFormation_Calcareous sediment,0.0,0.0
