IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
0.32,4.38,8.25,4.69,0.52,0.75,0.18,8.08,7.42,1.17,0.02,1.13,0.63,0.57,4.33,8.74,5.8,0.51,0.52,0.46,1.76,0.41,4.01,0.02,0.02,0.02,1.47,1.59,0.91,0.95,0.94,0.08,0.15,0.41,0.17,1.56,0.02,1.35
1.81,2.03,6.09,3.76,0.04,0.75,0.81,5.74,5.29,0.75,2.9,0.0,2.77,3.49,1.99,6.41,3.74,2.96,0.03,3.09,4.44,2.46,1.77,0.0,2.89,0.91,4.33,4.46,3.76,0.66,3.5,2.4,0.47,2.38,2.52,0.0,0.88,4.21
0.42,4.51,8.51,5.27,1.15,0.37,0.24,8.29,7.72,0.86,0.14,0.86,1.35,0.81,4.46,8.95,6.33,0.14,1.15,1.27,2.25,1.17,4.28,0.01,0.14,0.1,2.03,2.03,1.5,1.16,1.62,0.87,0.65,1.1,0.9,0.98,0.11,2.03
0.04,3.88,7.82,4.48,0.47,0.25,0.02,7.62,7.01,1.57,0.52,0.56,0.69,1.09,3.83,8.29,5.63,0.83,0.47,0.82,2.23,0.69,3.58,0.0,0.52,0.0,2.01,2.16,1.43,0.59,1.44,0.43,0.38,0.31,0.68,1.0,0.0,1.87
5.73,2.57,2.48,0.0,0.15,0.07,2.65,1.88,0.86,0.04,7.45,0.05,6.68,7.98,2.65,2.26,0.06,7.96,0.14,6.2,6.07,3.16,0.07,0.02,5.79,3.86,6.81,6.87,5.63,0.0,5.27,3.08,0.88,0.52,3.18,4.18,2.59,6.3
2.82,4.77,6.49,1.79,0.01,0.77,0.52,6.13,4.95,0.77,4.52,0.77,3.66,4.8,4.71,6.44,1.25,4.98,0.03,2.09,1.96,0.57,0.16,0.01,1.53,2.29,2.73,2.77,1.7,0.01,1.3,0.01,0.67,0.12,0.53,4.2,0.31,2.18
6.25,4.46,4.41,0.53,0.04,0.61,2.47,3.47,1.56,0.98,8.06,0.05,7.26,8.49,4.81,4.27,0.64,8.56,0.04,5.9,5.77,2.59,0.18,0.01,5.18,4.78,6.55,6.58,5.52,0.0,4.98,2.57,0.41,1.07,2.91,6.24,2.45,5.99
8.64,0.23,0.23,0.79,2.52,1.4,0.63,0.4,0.04,0.4,10.17,1.4,9.47,10.71,0.25,0.52,1.0,10.57,2.84,9.5,9.37,6.57,0.04,0.01,9.19,6.58,10.07,10.14,8.86,1.4,8.46,6.48,0.66,0.1,6.58,5.19,5.67,9.6
6.03,2.95,2.92,0.05,0.01,0.46,3.18,2.07,0.77,0.21,7.8,0.01,7.01,8.32,3.21,2.72,0.34,8.31,0.06,6.24,6.12,3.11,0.05,0.0,5.72,4.26,6.87,6.92,5.73,0.01,5.38,3.02,0.58,0.44,3.12,4.94,2.54,6.34
10.65,0.13,1.09,1.87,5.39,3.23,3.01,0.08,0.08,0.08,11.79,3.23,11.26,12.36,0.07,1.31,1.87,12.02,5.47,11.47,11.83,8.91,0.04,0.0,11.79,8.6,12.44,12.52,11.23,3.23,10.82,8.83,3.3,2.33,8.9,5.77,6.81,12.06
3.07,0.45,4.37,2.23,0.04,0.02,0.76,4.13,3.6,1.67,3.99,0.16,3.48,4.56,0.4,4.8,2.2,4.27,0.03,3.8,4.75,2.33,0.29,0.02,3.99,1.12,4.9,4.92,4.09,0.02,3.55,1.98,0.22,2.42,2.0,0.35,0.2,4.73
0.49,5.36,9.34,5.89,1.71,0.05,0.0,9.13,8.53,0.05,0.05,0.05,1.8,0.49,5.31,9.79,6.95,0.21,1.71,1.41,1.76,1.17,5.09,0.01,0.0,0.72,1.67,1.53,1.22,2.01,1.33,1.0,1.3,1.44,1.11,1.65,0.72,1.71
6.07,1.34,0.93,0.2,0.64,0.43,1.38,0.85,0.07,0.7,7.52,0.3,6.85,8.06,1.32,1.45,0.19,7.9,0.79,6.92,7.03,4.13,0.11,0.04,7.01,3.98,7.67,7.75,6.46,0.2,6.05,4.05,0.04,0.4,4.12,2.71,3.1,7.26
0.01,5.41,8.92,4.74,0.4,0.71,0.01,8.83,7.97,0.75,1.03,0.75,0.02,1.03,5.36,9.43,5.12,1.34,0.65,0.13,0.21,0.31,3.81,0.0,1.03,0.01,0.06,0.05,0.34,0.71,0.66,0.0,1.03,0.21,0.75,3.09,0.06,0.18
4.32,1.25,2.82,0.91,0.05,0.13,2.15,2.6,2.05,1.71,5.49,1.11,4.92,6.06,1.14,3.26,0.89,5.8,0.06,5.13,5.72,2.91,0.86,0.0,5.49,2.36,6.21,6.2,5.07,0.05,4.63,2.83,0.64,1.21,2.9,0.84,0.92,5.96
4.35,4.96,5.13,0.49,0.02,0.47,1.09,4.42,3.07,0.75,6.15,0.14,5.35,6.55,4.9,4.91,0.49,6.64,0.03,4.02,3.89,0.94,0.82,0.01,3.38,3.05,4.66,4.7,3.59,0.02,3.18,0.83,0.21,1.08,0.98,4.85,0.57,4.11
6.55,3.1,3.05,0.07,0.0,0.71,3.44,2.12,0.42,0.04,8.33,0.04,7.54,8.85,3.5,2.92,0.06,8.84,0.01,6.62,6.49,3.48,0.1,0.0,6.03,4.83,7.25,7.3,6.14,0.0,5.8,3.39,0.41,0.04,3.49,5.55,2.92,6.71
4.58,1.2,3.46,0.97,0.05,0.35,2.41,2.95,2.46,0.45,5.53,0.45,5.09,6.09,1.12,3.63,0.95,5.69,0.04,5.43,6.43,3.83,1.04,0.02,5.53,2.76,6.57,6.6,5.77,0.35,5.25,3.67,0.14,1.87,3.69,0.05,0.7,6.42
1.64,2.02,5.97,3.21,0.75,0.77,0.36,5.75,5.18,2.0,2.37,0.13,1.91,2.94,1.96,6.42,3.83,2.65,0.74,2.25,3.46,1.37,1.75,0.02,2.37,0.04,3.42,3.5,2.82,0.04,2.41,1.31,0.52,1.57,1.39,0.3,0.04,3.32
0.15,3.55,7.59,4.66,0.88,0.23,0.25,7.34,6.82,1.68,1.06,0.08,1.34,1.66,3.51,8.02,5.37,1.12,0.87,1.53,2.95,1.25,3.37,0.01,1.06,0.07,2.72,2.81,2.15,0.37,2.16,1.13,0.07,0.88,1.26,0.32,0.25,2.59
0.33,4.99,8.75,4.94,1.07,0.76,0.04,8.6,7.88,0.76,0.14,0.76,0.57,0.32,4.93,9.26,5.75,0.47,1.08,0.19,1.04,0.02,4.32,0.0,0.14,0.0,0.75,0.89,0.19,1.5,0.28,0.0,0.61,0.21,0.08,2.28,0.14,0.69
3.97,4.77,5.35,0.69,0.1,0.72,0.92,4.7,3.41,0.94,5.77,0.13,4.97,6.16,4.71,5.13,0.68,6.26,0.11,3.64,3.51,0.57,1.08,0.01,3.03,2.74,4.28,4.32,3.21,0.1,2.82,0.44,0.54,0.76,0.59,4.58,0.2,3.73
5.79,2.21,2.42,0.02,0.42,0.34,2.94,1.72,1.22,0.34,6.71,0.19,6.23,7.28,2.18,2.4,0.05,6.9,0.41,6.56,7.32,4.53,0.64,0.0,6.71,3.88,7.66,7.66,6.66,0.02,6.19,4.46,0.43,0.72,4.53,0.72,1.72,7.46
5.5,3.91,3.87,0.91,0.0,0.49,2.44,3.04,1.58,0.91,7.3,0.0,6.5,7.8,4.12,3.66,1.07,7.81,0.0,5.46,5.33,2.32,0.04,0.0,4.86,3.89,6.09,6.14,4.99,0.0,4.66,2.23,0.45,1.14,2.33,5.2,1.78,5.55
6.43,4.34,4.27,0.32,0.0,0.76,2.68,3.32,1.36,0.76,8.24,0.03,7.44,8.68,4.72,4.14,0.42,8.74,0.01,6.11,5.99,2.81,0.01,0.0,5.4,4.93,6.76,6.79,5.72,0.0,5.2,2.79,0.49,0.89,3.11,6.3,2.64,6.2
4.71,1.33,3.36,0.83,0.16,0.36,2.55,2.82,2.32,0.4,5.67,0.4,5.23,6.23,1.24,3.51,0.81,5.82,0.15,5.56,6.55,3.93,1.17,0.01,5.67,2.89,6.7,6.74,5.89,0.25,5.37,3.79,0.15,1.73,3.81,0.02,0.81,6.55
8.68,0.0,0.15,0.69,2.83,1.48,0.65,0.66,0.05,0.66,10.15,1.48,9.47,10.69,0.11,0.31,0.84,10.52,2.96,9.53,9.5,6.67,0.1,0.06,9.35,6.6,10.18,10.25,8.96,1.48,8.56,6.58,1.09,0.42,6.66,4.99,5.53,9.73
2.21,1.54,4.74,1.81,0.13,0.22,0.22,4.62,3.88,2.77,3.57,0.2,2.9,4.11,1.48,5.26,2.82,4.01,0.46,3.04,3.71,1.22,0.68,0.0,3.57,0.47,4.1,4.09,3.05,0.01,2.56,0.97,1.34,1.42,1.01,1.05,0.14,3.86
6.66,1.03,1.27,0.44,1.47,0.55,1.87,0.55,0.1,0.83,7.75,0.55,7.22,8.31,1.02,1.24,0.42,7.99,1.45,7.46,8.01,5.12,0.28,0.0,7.75,4.67,8.55,8.54,7.37,0.0,6.95,5.05,0.0,0.03,5.11,1.9,2.77,8.25
6.86,2.3,2.25,0.0,0.25,0.49,2.68,1.31,0.08,0.13,8.61,0.43,7.83,9.14,2.75,2.13,0.02,9.12,0.33,7.14,7.02,4.01,0.22,0.02,6.62,5.04,7.77,7.82,6.63,0.0,6.27,3.93,0.12,0.0,4.02,5.25,3.44,7.24
8.09,0.03,0.03,0.58,2.61,1.18,0.73,1.18,0.32,1.22,9.42,1.18,8.81,9.98,0.03,0.22,0.64,9.74,2.71,8.93,9.12,6.22,0.03,0.05,9.09,6.01,9.75,9.84,8.54,1.18,8.14,6.13,0.95,1.03,6.2,3.94,4.62,9.35
7.4,1.64,1.55,0.07,0.3,0.21,2.18,0.6,0.21,0.21,9.11,0.21,8.35,9.65,2.27,1.42,0.05,9.62,1.06,7.8,7.67,4.69,0.39,0.06,7.31,5.52,8.42,8.47,7.26,0.07,6.9,4.6,0.02,0.0,4.7,5.32,4.12,7.9
4.04,2.04,2.88,0.9,0.04,0.32,1.96,2.81,1.93,1.42,5.53,0.56,4.84,6.08,1.96,3.44,1.04,5.97,0.08,4.9,5.1,2.18,0.7,0.01,5.22,1.96,5.71,5.8,4.5,0.04,4.09,2.12,0.42,0.85,2.18,1.96,1.78,5.34
5.59,2.1,1.9,0.16,0.01,0.24,2.06,1.57,0.5,0.12,7.19,0.04,6.46,7.73,2.0,1.86,0.16,7.67,0.0,6.44,6.31,3.52,0.01,0.0,6.19,3.57,6.99,7.07,5.78,0.01,5.39,3.42,0.07,0.04,3.5,3.17,2.97,6.54
6.35,2.54,2.52,0.06,0.01,0.68,2.82,1.64,0.43,0.01,8.1,0.01,7.32,8.63,2.86,2.33,0.05,8.61,0.0,6.64,6.51,3.52,0.06,0.01,6.14,4.54,7.26,7.32,6.12,0.01,5.76,3.43,0.18,0.12,3.53,4.93,2.95,6.74
0.05,3.71,7.74,4.73,1.05,0.11,0.09,7.49,6.96,1.63,0.9,0.24,1.27,1.5,3.66,8.17,5.53,0.95,1.04,1.43,2.84,1.21,3.53,0.01,0.9,0.0,2.57,2.66,2.02,0.44,2.05,1.04,0.03,0.82,1.21,0.48,0.09,2.46
0.09,3.89,7.88,4.7,0.79,0.04,0.03,7.66,7.09,1.49,0.61,0.47,1.01,1.2,3.83,8.32,5.71,0.74,0.79,1.13,2.52,0.99,3.65,0.02,0.61,0.03,2.25,2.35,1.7,0.53,1.73,0.75,0.12,0.6,0.96,0.79,0.05,2.13
3.32,2.84,4.02,0.19,0.17,0.2,1.16,3.9,2.88,1.95,5.03,0.0,4.26,5.56,2.78,4.23,0.95,5.55,0.21,4.07,3.95,1.17,0.03,0.0,3.92,1.46,4.62,4.69,3.4,0.0,3.01,1.06,1.5,1.56,1.15,2.9,0.81,4.18
7.68,0.06,0.06,0.32,1.76,0.46,0.29,0.46,0.03,1.14,9.21,0.46,8.51,9.76,0.38,0.02,0.63,9.63,1.89,8.54,8.43,5.64,0.01,0.11,8.27,5.62,9.12,9.19,7.91,0.46,7.51,5.54,0.49,0.35,5.62,4.38,4.82,8.66
0.75,5.31,8.48,4.03,0.43,0.29,0.09,8.41,7.46,0.29,2.02,0.29,0.73,2.03,5.26,8.84,4.12,2.33,0.36,0.12,0.1,0.29,2.87,0.1,2.02,0.32,0.29,0.29,0.29,0.05,0.29,0.1,0.05,0.27,0.29,3.55,0.43,0.07
9.64,0.07,0.26,0.88,4.02,2.65,1.3,0.18,0.18,0.18,10.98,2.65,10.37,11.54,0.06,0.25,0.88,11.29,4.12,10.48,10.61,7.73,0.24,0.0,10.53,7.55,11.26,11.34,10.05,2.65,9.64,7.64,2.36,1.42,7.72,5.36,6.14,10.84
2.83,0.81,4.32,2.28,0.05,0.35,0.61,4.13,3.52,2.12,3.95,0.18,3.38,4.51,0.76,4.8,2.33,4.29,0.05,3.61,4.42,1.9,0.11,0.0,3.95,1.1,4.72,4.71,3.76,0.02,3.25,1.67,0.64,2.11,1.68,0.78,0.47,4.5
2.13,1.47,5.5,3.21,0.48,0.24,0.05,5.25,4.73,1.64,2.93,0.06,2.49,3.49,1.42,5.92,3.3,3.15,0.47,2.84,4.04,1.88,1.33,0.02,2.93,0.2,4.01,4.08,3.4,0.04,2.97,1.64,0.24,2.01,1.68,0.07,0.09,3.9
7.04,3.36,3.27,0.08,0.33,0.15,3.7,2.31,0.27,0.15,8.83,0.15,8.03,9.34,3.9,3.14,0.06,9.34,0.37,6.97,6.84,3.78,0.13,0.06,6.32,5.37,7.61,7.65,6.53,0.02,6.13,3.76,0.02,0.0,3.86,6.15,3.32,7.06
1.2,2.41,6.44,3.74,0.29,1.18,0.19,6.19,5.66,1.72,2.03,0.66,1.73,2.6,2.36,6.86,4.24,2.21,0.28,2.06,3.39,1.4,2.25,0.01,2.03,0.01,3.29,3.41,2.71,0.0,2.44,1.34,0.01,1.39,1.46,0.0,0.04,3.18
6.41,2.61,2.6,0.17,0.01,0.75,2.9,1.68,0.38,0.0,8.16,0.11,7.38,8.69,2.95,2.41,0.15,8.68,0.07,6.66,6.54,3.53,0.08,0.04,6.14,4.61,7.29,7.34,6.15,0.0,5.79,3.44,0.16,0.09,3.54,5.04,2.96,6.76
8.58,0.11,0.09,0.68,2.67,1.36,0.69,0.65,0.06,0.65,10.07,1.36,9.39,10.62,0.13,0.35,0.81,10.46,2.83,9.44,9.37,6.56,0.14,0.03,9.21,6.51,10.05,10.13,8.84,1.36,8.44,6.46,0.9,0.3,6.54,5.0,5.51,9.6
0.06,4.99,8.61,4.61,0.58,0.97,0.06,8.49,7.69,1.01,0.69,1.01,0.06,0.74,4.94,9.14,5.24,1.0,0.89,0.07,0.67,0.21,3.85,0.05,0.69,0.04,0.42,0.57,0.06,0.97,0.14,0.05,0.92,0.02,0.63,2.57,0.08,0.3
0.46,3.19,7.19,4.18,0.73,0.6,0.48,6.97,6.41,1.93,1.26,0.19,1.15,1.84,3.14,7.63,5.02,1.43,0.72,1.44,2.84,0.96,2.97,0.0,1.26,0.01,2.68,2.82,2.1,0.0,1.99,0.9,0.28,0.72,1.0,0.34,0.0,2.55
5.73,4.91,4.88,1.03,0.0,0.03,1.8,3.97,2.19,0.51,7.53,0.02,6.73,7.92,5.18,4.69,1.3,8.02,0.06,5.26,5.14,1.93,0.01,0.06,4.53,4.37,5.91,5.94,4.91,0.0,4.33,1.91,0.69,1.69,2.33,6.08,1.91,5.35
9.65,0.09,0.25,0.9,4.03,2.66,1.29,0.16,0.16,0.16,10.99,2.66,10.38,11.55,0.09,0.25,0.9,11.31,4.12,10.5,10.62,7.74,0.25,0.0,10.54,7.57,11.27,11.35,10.06,2.66,9.65,7.65,2.35,1.41,7.73,5.38,6.16,10.85
3.6,0.11,4.09,1.81,0.03,0.03,1.28,3.77,3.3,1.21,4.44,0.04,3.97,5.01,0.07,4.45,1.79,4.66,0.09,4.3,5.31,2.84,0.1,0.0,4.44,1.62,5.43,5.46,4.65,0.03,4.12,2.55,0.11,2.53,2.56,0.01,0.06,5.27
1.02,2.66,6.56,3.46,0.85,1.25,0.28,6.37,5.76,2.28,1.73,0.38,1.26,2.29,2.61,7.04,4.47,2.06,0.85,1.61,2.87,0.87,2.32,0.0,1.73,0.08,2.8,2.9,2.21,0.08,1.88,0.82,0.57,0.95,0.95,0.53,0.08,2.7
0.76,5.52,8.62,4.11,0.59,0.1,0.08,8.55,7.58,0.1,2.21,0.1,0.75,2.21,5.47,8.95,4.05,2.52,0.53,0.1,0.08,0.1,2.87,0.09,1.93,0.44,0.1,0.1,0.1,0.03,0.1,0.09,0.03,0.47,0.1,3.8,0.59,0.1
5.37,4.0,3.96,0.92,0.07,0.44,2.33,3.14,1.71,1.04,7.18,0.01,6.38,7.67,4.18,3.74,1.05,7.68,0.07,5.33,5.2,2.19,0.07,0.0,4.73,3.78,5.96,6.01,4.86,0.0,4.53,2.1,0.33,1.27,2.2,5.15,1.65,5.42
0.1,3.75,7.73,4.54,0.72,0.06,0.06,7.51,6.93,1.65,0.71,0.35,0.93,1.3,3.7,8.18,5.57,0.88,0.72,1.09,2.51,0.88,3.5,0.0,0.71,0.01,2.29,2.41,1.71,0.4,1.71,0.7,0.11,0.49,0.88,0.74,0.0,2.14
6.5,1.32,1.2,0.21,0.51,0.68,1.28,0.68,0.34,0.63,8.09,0.19,7.37,8.64,1.27,0.99,0.19,8.56,0.64,7.28,7.16,4.39,0.07,0.0,6.99,4.47,7.86,7.93,6.65,0.01,6.26,4.29,0.01,0.01,4.39,3.78,3.78,7.39
2.53,1.09,5.17,2.89,0.09,0.22,0.66,4.86,4.39,1.13,3.47,0.07,3.09,4.04,1.05,5.53,2.87,3.63,0.08,3.44,4.67,2.5,0.86,0.0,3.47,0.83,4.62,4.71,4.02,0.22,3.59,2.2,0.06,2.59,2.22,0.01,0.57,4.52
0.02,5.33,9.03,5.1,1.05,0.53,0.01,8.9,8.14,0.53,0.32,0.53,0.48,0.33,5.28,9.55,5.72,0.65,1.29,0.04,0.64,0.11,4.34,0.01,0.32,0.01,0.34,0.52,0.01,1.38,0.06,0.01,1.01,0.08,0.22,2.68,0.01,0.39
3.73,0.97,4.34,1.86,0.49,0.35,1.83,3.86,3.35,0.35,4.74,0.12,4.39,5.31,0.92,4.54,1.84,4.86,0.48,4.73,5.95,3.66,0.67,0.01,4.74,2.1,5.91,5.99,5.31,0.86,4.78,3.27,0.27,2.73,3.28,0.0,0.66,5.81
6.22,1.22,0.69,0.15,0.87,0.52,1.24,0.62,0.09,1.13,7.58,0.56,6.95,8.14,1.2,1.23,0.13,7.93,1.3,7.07,7.31,4.39,0.34,0.0,7.35,4.15,7.92,8.01,6.71,0.14,6.3,4.31,0.07,0.13,4.38,2.47,2.94,7.54
5.32,2.79,2.68,0.13,0.17,0.23,2.78,2.14,1.13,0.19,7.02,0.26,6.25,7.55,2.76,2.46,0.21,7.53,0.24,5.87,5.75,2.9,0.0,0.09,5.52,3.42,6.47,6.53,5.28,0.0,4.9,2.8,0.46,0.35,2.92,3.81,2.3,5.98
5.28,2.83,2.72,0.1,0.12,0.27,2.83,2.19,1.18,0.23,6.98,0.3,6.22,7.52,2.8,2.5,0.25,7.5,0.24,5.83,5.7,2.85,0.0,0.07,5.47,3.39,6.42,6.49,5.24,0.01,4.86,2.76,0.46,0.38,2.87,3.81,2.26,5.93
4.14,3.8,4.03,0.08,0.04,0.22,1.82,3.55,2.54,1.54,5.92,0.47,5.13,6.44,3.75,3.86,0.08,6.43,0.03,4.48,4.36,1.5,0.91,0.02,4.11,2.43,5.09,5.15,3.92,0.0,3.56,1.4,0.92,1.63,1.52,3.86,0.89,4.59
4.73,1.48,3.53,0.87,0.37,0.14,2.66,2.89,2.35,0.14,5.72,0.14,5.31,6.28,1.4,3.55,0.85,5.85,0.36,5.65,6.72,4.15,1.32,0.0,5.72,2.99,6.81,6.86,6.06,0.4,5.53,3.96,0.41,1.73,3.97,0.07,1.01,6.68
5.83,1.91,1.96,0.04,0.6,0.63,2.48,1.39,0.97,0.73,6.87,0.01,6.35,7.44,1.89,2.07,0.02,7.11,0.59,6.62,7.25,4.41,0.24,0.02,6.87,3.89,7.72,7.71,6.61,0.01,6.17,4.34,0.5,0.71,4.4,1.14,1.89,7.49
0.0,5.46,8.97,4.79,0.43,0.72,0.0,8.88,8.02,0.72,1.03,0.72,0.01,1.04,5.41,9.48,5.15,1.36,0.67,0.08,0.2,0.36,3.84,0.0,1.03,0.0,0.11,0.01,0.37,0.73,0.7,0.0,1.03,0.2,0.72,3.13,0.06,0.23
6.32,1.99,1.94,0.01,0.25,0.69,2.17,1.25,0.24,0.01,8.02,0.02,7.26,8.56,2.19,1.72,0.01,8.53,0.4,6.83,6.7,3.78,0.26,0.03,6.42,4.42,7.43,7.49,6.26,0.01,5.89,3.7,0.3,0.0,3.8,4.39,3.22,6.93
6.59,5.49,5.41,0.29,0.03,0.16,2.29,4.45,2.4,0.16,8.37,0.16,7.55,8.7,5.87,5.28,1.01,8.85,0.01,5.85,5.75,2.51,0.22,0.09,5.06,5.33,6.52,6.53,5.5,0.03,4.82,2.47,0.12,1.87,2.93,7.08,2.75,5.96
1.76,1.89,5.85,3.17,0.8,0.64,0.29,5.63,5.06,1.95,2.5,0.07,2.03,3.06,1.84,6.3,3.71,2.77,0.79,2.37,3.58,1.46,1.63,0.01,2.5,0.04,3.54,3.62,2.94,0.04,2.51,1.35,0.6,1.66,1.41,0.29,0.04,3.44
7.25,2.05,1.97,0.0,0.17,0.17,2.56,1.02,0.17,0.17,8.99,0.17,8.21,9.52,2.64,1.84,0.02,9.5,0.7,7.55,7.43,4.42,0.31,0.06,7.03,5.41,8.18,8.23,7.03,0.0,6.67,4.33,0.11,0.02,4.43,5.46,3.85,7.65
3.28,4.82,6.15,1.61,0.02,0.8,0.02,5.63,4.39,0.8,5.03,0.45,4.19,5.34,4.76,6.0,0.9,5.5,0.05,2.67,2.54,0.25,0.65,0.01,2.05,2.46,3.31,3.35,2.28,0.02,1.84,0.01,1.13,0.08,0.07,4.38,0.14,2.76
0.09,3.72,7.14,3.15,0.02,0.08,0.08,7.05,6.2,1.9,1.59,1.09,0.8,2.07,3.66,7.68,4.19,2.09,0.07,0.61,1.61,0.02,2.73,0.03,1.59,0.02,1.67,1.66,1.01,0.02,0.46,0.03,1.05,0.06,0.01,2.06,0.02,1.46
8.06,0.11,0.19,0.4,2.05,0.85,0.6,0.81,0.05,0.81,9.59,0.85,8.89,10.14,0.61,0.08,0.72,10.01,2.24,8.9,8.78,5.99,0.09,0.2,8.6,6.0,9.47,9.54,8.26,0.85,7.87,5.89,0.59,0.21,5.99,4.73,5.19,9.01
3.93,0.53,3.51,1.3,0.02,0.31,1.67,3.22,2.73,1.39,4.92,0.58,4.4,5.49,0.42,3.89,1.28,5.18,0.01,4.7,5.51,2.85,0.22,0.02,4.92,2.05,5.8,5.8,4.85,0.0,4.35,2.78,0.42,1.95,2.79,0.31,0.29,5.6
8.75,0.06,0.04,0.85,2.76,1.53,0.51,0.48,0.06,0.48,10.25,1.53,9.56,10.79,0.02,0.49,0.98,10.63,2.99,9.61,9.53,6.73,0.07,0.0,9.36,6.68,10.22,10.29,9.0,1.53,8.61,6.63,0.93,0.22,6.71,5.17,5.68,9.76
2.24,1.34,5.41,3.17,0.2,0.29,0.35,5.12,4.64,1.36,3.14,0.07,2.74,3.7,1.29,5.8,3.15,3.31,0.19,3.09,4.32,2.18,1.15,0.0,3.14,0.48,4.27,4.36,3.67,0.16,3.26,1.93,0.07,2.3,1.97,0.03,0.35,4.17
3.45,3.12,4.1,0.16,0.12,0.03,1.27,3.9,2.87,1.89,5.2,0.26,4.42,5.72,3.06,4.21,0.71,5.71,0.11,4.07,3.94,1.28,0.15,0.01,3.85,1.66,4.63,4.7,3.43,0.0,3.04,1.16,1.53,1.53,1.27,3.17,0.65,4.17
3.69,2.36,3.36,0.69,0.19,0.16,1.66,3.29,2.31,1.6,5.29,0.1,4.55,5.83,2.3,3.75,1.05,5.79,0.28,4.55,4.58,1.68,0.72,0.01,4.64,1.66,5.22,5.3,4.0,0.06,3.6,1.59,0.8,1.03,1.67,2.39,1.38,4.82
2.75,5.39,7.43,2.7,0.09,0.38,0.38,7.11,5.89,0.38,4.22,0.38,3.06,4.35,5.34,7.43,1.74,4.61,0.09,1.27,1.18,0.38,1.01,0.0,0.56,2.58,1.94,1.96,0.92,0.07,0.35,0.0,1.04,0.82,0.38,4.64,0.73,1.38
5.95,1.68,1.48,0.06,0.22,0.54,1.64,1.14,0.1,0.31,7.5,0.01,6.79,8.05,1.57,1.5,0.04,7.95,0.22,6.8,6.73,3.9,0.01,0.0,6.62,3.89,7.4,7.48,6.19,0.01,5.79,3.81,0.12,0.02,3.89,3.16,3.4,6.96
6.58,1.87,1.83,0.01,0.22,0.93,2.12,1.04,0.03,0.01,8.28,0.15,7.51,8.81,2.16,1.64,0.01,8.79,0.59,7.05,6.93,3.98,0.08,0.18,6.62,4.68,7.66,7.72,6.49,0.01,6.13,3.9,0.04,0.03,4.0,4.6,3.42,7.16
1.13,3.11,7.17,4.83,0.14,0.56,0.56,6.81,6.33,0.56,2.06,0.56,2.52,2.84,3.07,7.49,4.81,2.18,0.13,2.76,4.18,2.34,2.85,0.0,2.03,0.88,3.96,4.04,3.39,0.94,3.37,2.28,0.36,2.06,2.38,0.12,1.05,3.83
0.22,3.92,7.36,3.33,0.02,0.12,0.12,7.26,6.42,1.71,1.48,1.24,0.68,1.92,3.87,7.89,4.29,1.96,0.15,0.4,1.4,0.12,2.81,0.02,1.48,0.02,1.46,1.45,0.83,0.12,0.27,0.02,0.97,0.02,0.1,2.18,0.13,1.26
5.53,5.3,5.27,1.21,0.04,0.09,1.41,4.38,2.62,0.09,7.32,0.01,6.51,7.67,5.54,5.07,1.46,7.8,0.3,4.92,4.81,1.56,0.16,0.01,4.17,4.27,5.58,5.6,4.57,0.04,3.95,1.54,0.94,1.7,1.98,6.05,1.69,5.02
1.08,5.68,8.63,4.03,0.52,0.02,0.02,8.56,7.55,0.02,2.59,0.02,1.07,2.6,5.62,8.89,3.77,2.91,0.52,0.02,0.02,0.02,2.68,0.0,1.6,0.76,0.02,0.06,0.02,0.0,0.02,0.0,0.11,0.81,0.02,4.1,0.97,0.02
3.43,3.43,4.4,0.16,0.01,0.2,1.12,4.11,3.1,2.08,5.21,0.01,4.42,5.72,3.37,4.42,0.61,5.72,0.01,3.86,3.73,1.08,0.3,0.0,3.57,1.75,4.44,4.51,3.26,0.01,2.88,1.0,1.39,1.26,1.08,3.39,0.35,3.96
