IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
0.16,4.63,8.56,5.11,0.92,0.7,0.13,8.37,7.75,0.83,0.15,0.83,1.06,0.41,4.57,9.03,6.22,0.15,0.92,0.87,1.82,0.73,4.32,0.0,0.0,0.18,1.57,1.61,1.04,1.28,1.16,0.43,0.58,0.84,0.47,1.43,0.01,1.56
1.99,4.22,6.45,1.73,0.39,1.48,0.81,6.28,5.26,1.48,3.72,1.41,2.88,4.04,4.16,6.59,2.08,4.18,0.38,1.68,1.56,0.8,0.57,0.08,1.56,1.66,2.28,2.34,1.13,0.07,0.78,0.08,0.13,0.63,0.81,3.51,0.13,1.79
7.13,4.49,4.4,0.13,0.01,0.16,3.2,3.44,1.33,0.16,8.94,0.16,8.14,9.36,5.03,4.27,0.11,9.44,0.01,6.71,6.59,3.36,0.37,0.02,5.97,5.65,7.37,7.39,6.36,0.01,5.75,3.34,0.09,0.77,3.77,6.95,3.33,6.8
6.51,3.98,3.91,0.34,0.0,0.58,2.95,2.96,1.03,0.58,8.32,0.0,7.52,8.78,4.38,3.78,0.23,8.82,0.05,6.3,6.17,3.05,0.22,0.0,5.62,4.94,6.94,6.98,5.88,0.0,5.42,3.03,0.74,0.54,3.24,6.14,2.73,6.39
3.21,4.98,6.44,1.85,0.05,0.55,0.26,5.94,4.69,0.55,4.92,0.55,4.05,5.19,4.93,6.31,0.86,5.37,0.1,2.42,2.29,0.28,0.52,0.03,1.76,2.57,3.06,3.09,2.06,0.05,1.55,0.03,1.05,0.07,0.2,4.48,0.39,2.5
2.3,1.36,5.43,3.14,0.01,0.45,0.66,5.11,4.65,1.04,3.28,0.3,2.96,3.86,1.32,5.78,3.12,3.41,0.07,3.3,4.57,2.48,1.11,0.0,3.28,0.75,4.5,4.6,3.91,0.45,3.53,2.25,0.0,2.62,2.29,0.0,0.66,4.4
4.57,1.24,3.52,0.99,0.14,0.36,2.44,2.98,2.48,0.36,5.53,0.36,5.11,6.1,1.17,3.67,0.96,5.68,0.13,5.45,6.48,3.9,1.08,0.02,5.53,2.78,6.59,6.63,5.82,0.42,5.3,3.72,0.23,1.87,3.73,0.09,0.77,6.46
0.04,5.13,8.74,4.7,0.61,0.9,0.04,8.62,7.81,0.9,0.72,0.9,0.03,0.74,5.08,9.27,5.27,1.03,0.86,0.06,0.57,0.07,3.89,0.01,0.72,0.04,0.28,0.44,0.02,0.95,0.27,0.01,1.04,0.01,0.66,2.71,0.07,0.15
4.31,4.96,5.18,0.53,0.01,0.52,1.05,4.48,3.12,0.74,6.11,0.17,5.31,6.51,4.9,4.96,0.53,6.6,0.02,3.97,3.84,0.88,0.85,0.0,3.33,3.03,4.61,4.64,3.55,0.01,3.13,0.78,0.26,1.03,0.94,4.84,0.52,4.06
0.56,5.25,8.55,4.21,0.06,0.04,0.04,8.49,7.56,0.41,1.64,0.41,0.55,1.65,5.2,8.98,4.45,1.95,0.01,0.06,0.08,0.41,3.16,0.0,1.64,0.03,0.25,0.19,0.41,0.04,0.41,0.0,0.41,0.08,0.41,3.3,0.06,0.07
8.21,0.09,0.09,0.51,2.85,1.34,1.01,0.87,0.04,0.87,9.49,1.34,8.91,10.05,0.06,0.18,0.53,9.79,2.96,9.05,9.3,6.39,0.01,0.02,9.3,6.14,9.93,10.01,8.71,1.34,8.31,6.31,0.9,0.74,6.38,3.86,4.62,9.54
0.38,3.17,6.53,2.61,0.12,0.07,0.04,6.44,5.6,2.29,2.05,0.85,1.26,2.57,3.12,7.07,3.71,2.56,0.48,1.22,2.11,0.04,2.29,0.0,2.05,0.01,2.27,2.26,1.5,0.01,0.87,0.0,1.36,0.19,0.03,1.84,0.11,2.03
7.72,0.01,0.04,1.13,2.51,0.66,1.21,0.66,0.14,0.71,8.91,0.66,8.36,9.48,0.01,0.02,1.16,9.18,2.58,8.55,8.93,6.01,0.0,0.06,8.91,5.68,9.53,9.59,8.32,0.66,7.91,5.94,0.43,0.32,6.0,3.14,3.98,9.17
1.29,3.06,7.11,4.73,0.25,0.42,0.71,6.73,6.22,0.42,2.2,0.42,2.67,3.01,3.02,7.41,4.71,2.34,0.24,2.91,4.33,2.48,2.79,0.0,2.17,1.04,4.12,4.2,3.55,1.07,3.51,2.43,0.46,2.21,2.53,0.06,1.18,3.99
4.4,3.6,3.5,0.37,0.04,0.07,2.18,3.06,2.06,1.04,6.14,0.84,5.36,6.66,3.53,3.38,0.37,6.65,0.03,4.92,4.79,2.0,0.42,0.01,4.59,2.57,5.51,5.57,4.32,0.02,3.94,1.91,0.89,1.12,2.03,3.62,1.39,5.02
9.0,0.17,0.35,0.36,3.29,1.94,0.86,0.5,0.07,0.5,10.4,1.94,9.76,10.95,0.14,0.36,0.82,10.74,3.39,9.85,9.91,7.05,0.07,0.01,9.8,6.91,10.57,10.65,9.36,1.94,8.95,6.96,1.68,0.82,7.03,4.99,5.65,10.14
3.3,2.04,3.66,1.0,0.22,0.27,1.24,3.6,2.67,2.03,4.86,0.14,4.13,5.4,1.98,4.15,1.49,5.36,0.22,4.15,4.31,1.4,0.71,0.02,4.46,1.24,4.92,5.01,3.71,0.03,3.3,1.33,1.12,1.43,1.39,2.1,1.0,4.55
0.1,4.68,8.6,5.12,0.94,0.77,0.07,8.41,7.79,0.79,0.13,0.79,1.06,0.34,4.63,9.08,6.23,0.13,0.94,0.84,1.75,0.69,4.36,0.0,0.0,0.25,1.51,1.54,0.98,1.31,1.1,0.39,0.57,0.82,0.43,1.5,0.04,1.5
3.89,3.62,4.11,0.25,0.15,0.04,1.58,3.71,2.7,1.68,5.66,0.34,4.87,6.18,3.56,4.03,0.25,6.17,0.17,4.28,4.15,1.37,0.7,0.02,3.94,2.17,4.88,4.94,3.7,0.02,3.33,1.27,1.17,1.66,1.39,3.68,0.74,4.38
7.07,0.86,0.79,0.5,1.02,0.25,1.05,0.25,0.67,0.82,8.68,0.25,7.95,9.22,1.1,0.57,0.48,9.15,1.17,7.79,7.67,4.83,0.01,0.02,7.45,5.05,8.38,8.44,7.18,0.25,6.79,4.74,0.09,0.0,4.85,4.3,4.24,7.9
7.23,2.58,2.49,0.16,0.45,0.12,3.1,1.53,0.12,0.12,9.0,0.12,8.21,9.52,3.18,2.36,0.14,9.51,0.44,7.38,7.25,4.24,0.03,0.0,6.8,5.46,8.01,8.06,6.9,0.03,6.55,4.15,0.01,0.0,4.25,5.81,3.68,7.47
1.92,3.99,6.23,1.53,0.53,1.26,0.67,6.1,5.07,1.68,3.69,1.26,2.88,4.06,3.93,6.4,2.18,4.17,0.52,1.87,1.74,0.63,0.65,0.0,1.79,1.44,2.45,2.51,1.26,0.13,0.9,0.0,0.22,0.51,0.64,3.31,0.22,1.98
2.39,5.04,7.22,2.48,0.0,0.68,0.68,6.97,5.86,0.68,3.91,0.68,2.89,4.08,4.99,7.28,1.92,4.33,0.07,1.18,1.05,0.55,0.85,0.01,0.72,2.3,1.82,1.86,0.83,0.0,0.41,0.01,0.73,0.76,0.68,4.28,0.39,1.27
0.79,5.26,9.33,6.74,0.67,0.14,0.02,8.98,8.46,0.14,0.75,0.14,3.1,2.39,5.22,9.66,6.97,1.75,0.74,3.06,3.73,2.95,5.01,0.0,0.75,0.01,3.62,3.5,3.15,2.45,3.27,2.65,0.45,2.74,2.68,0.41,0.21,3.66
0.31,3.36,7.28,4.01,0.48,0.58,0.19,7.08,6.47,2.11,1.02,0.16,0.73,1.59,3.31,7.75,5.17,1.36,0.47,1.04,2.42,0.53,3.04,0.02,1.02,0.08,2.28,2.42,1.72,0.13,1.56,0.46,0.5,0.35,0.57,0.77,0.13,2.16
0.6,3.05,7.05,4.09,0.64,0.74,0.45,6.82,6.27,1.91,1.4,0.31,1.23,1.97,3.0,7.49,4.87,1.57,0.63,1.53,2.92,1.0,2.84,0.0,1.4,0.1,2.77,2.92,2.21,0.08,2.05,0.95,0.42,0.82,1.05,0.29,0.08,2.65
3.88,5.08,5.89,1.21,0.14,0.54,0.39,5.22,3.87,0.54,5.65,0.07,4.82,5.98,5.03,5.67,0.74,6.12,0.1,3.28,3.15,0.21,0.74,0.01,2.59,2.88,3.92,3.95,2.91,0.02,2.39,0.13,1.01,0.28,0.44,4.78,0.36,3.36
0.25,3.33,7.39,4.59,0.62,0.48,0.42,7.12,6.62,1.5,1.34,0.19,1.53,1.94,3.28,7.79,5.14,1.39,0.61,1.76,3.18,1.4,3.14,0.01,1.34,0.06,2.98,3.09,2.4,0.31,2.38,1.32,0.28,1.07,1.42,0.06,0.18,2.84
8.16,0.22,0.07,1.1,2.98,0.83,1.73,0.22,0.05,0.22,9.28,0.83,8.75,9.85,0.23,0.07,1.13,9.52,2.97,8.98,9.43,6.52,0.14,0.01,9.28,6.14,10.01,10.04,8.81,0.82,8.39,6.45,1.0,0.07,6.51,3.33,4.3,9.67
8.53,0.14,0.13,0.44,2.77,1.42,0.92,0.9,0.04,0.9,9.97,1.42,9.31,10.52,0.11,0.1,0.64,10.33,2.88,9.39,9.41,6.56,0.06,0.06,9.29,6.45,10.07,10.15,8.86,1.42,8.46,6.46,1.3,0.71,6.54,4.72,5.3,9.64
3.38,2.04,3.57,1.01,0.31,0.18,1.32,3.51,2.58,1.96,4.94,0.12,4.22,5.48,1.98,4.07,1.42,5.43,0.3,4.24,4.4,1.48,0.76,0.0,4.54,1.32,5.01,5.1,3.8,0.09,3.39,1.42,1.03,1.35,1.48,2.1,1.09,4.64
5.17,4.51,4.46,0.81,0.01,0.03,1.83,3.64,2.14,0.86,6.98,0.14,6.18,7.43,4.68,4.25,0.8,7.48,0.0,4.96,4.83,1.85,0.09,0.04,4.32,3.69,5.6,5.64,4.53,0.01,4.12,1.76,0.39,1.73,1.88,5.33,1.38,5.05
1.78,2.59,6.59,4.16,0.15,0.24,1.15,6.18,5.64,0.24,2.79,0.07,3.02,3.51,2.56,6.84,4.14,2.89,0.14,3.3,4.7,2.77,2.3,0.06,2.76,1.46,4.54,4.68,3.96,1.18,3.83,2.73,0.81,2.58,2.83,0.0,1.43,4.4
8.76,0.04,0.24,0.21,3.06,1.72,0.95,0.73,0.01,0.73,10.16,1.72,9.52,10.71,0.03,0.28,0.79,10.5,3.16,9.61,9.67,6.81,0.12,0.1,9.58,6.67,10.33,10.41,9.12,1.72,8.72,6.72,1.59,0.84,6.79,4.78,5.43,9.91
5.98,2.15,2.3,0.13,0.71,0.04,3.03,1.65,1.08,0.04,6.92,0.04,6.46,7.49,2.14,2.28,0.11,7.09,0.7,6.79,7.61,4.84,0.76,0.0,6.92,4.11,7.91,7.92,6.95,0.04,6.47,4.77,0.33,0.47,4.84,0.79,1.96,7.72
2.3,4.63,6.72,1.98,0.04,1.08,1.0,6.48,5.43,1.08,3.96,1.01,3.09,4.21,4.58,6.8,1.79,4.41,0.03,1.56,1.44,1.03,0.41,0.03,1.22,2.08,2.2,2.24,1.12,0.04,0.81,0.03,0.27,0.44,1.04,3.93,0.02,1.66
4.06,4.53,4.95,0.32,0.01,0.35,1.31,4.32,3.09,1.18,5.87,0.23,5.06,6.31,4.48,4.73,0.31,6.37,0.02,3.92,3.79,0.78,0.96,0.0,3.37,2.67,4.56,4.6,3.45,0.01,3.12,0.69,0.35,1.15,0.79,4.44,0.26,4.01
5.77,4.81,4.79,1.03,0.0,0.03,1.89,3.88,2.09,0.6,7.57,0.05,6.77,7.97,5.09,4.6,1.22,8.06,0.04,5.33,5.21,2.01,0.09,0.04,4.61,4.38,5.98,6.01,4.97,0.0,4.4,1.99,0.65,1.6,2.4,6.06,1.96,5.42
2.83,5.59,7.68,2.94,0.08,0.17,0.17,7.34,6.1,0.17,4.23,0.17,2.96,4.32,5.54,7.66,1.89,4.58,0.06,1.15,1.07,0.17,1.26,0.0,0.35,2.58,1.82,1.82,0.78,0.0,0.15,0.0,1.25,1.06,0.17,4.82,0.93,1.27
2.31,1.77,5.75,3.35,0.03,0.45,1.2,5.34,4.85,0.45,3.4,0.41,3.25,3.99,1.74,6.02,3.33,3.46,0.06,3.58,4.92,2.92,1.47,0.0,3.4,1.23,4.81,4.94,4.24,0.98,3.94,2.83,0.27,2.88,2.87,0.0,1.23,4.7
0.2,3.76,7.57,4.02,0.01,0.78,0.11,7.4,6.73,1.87,0.72,0.68,0.19,1.26,3.7,8.06,5.14,1.21,0.01,0.51,1.88,0.13,3.34,0.0,0.72,0.01,1.75,1.88,1.19,0.3,1.04,0.0,0.62,0.01,0.12,1.3,0.04,1.64
2.54,1.08,4.56,2.17,0.18,0.34,0.34,4.39,3.74,2.31,3.71,0.04,3.12,4.27,1.02,5.05,2.61,4.08,0.19,3.33,4.13,1.68,0.33,0.0,3.71,0.88,4.43,4.42,3.47,0.02,2.96,1.38,0.88,1.82,1.39,0.77,0.48,4.21
0.76,3.69,6.66,2.35,0.02,0.66,0.61,6.6,5.65,1.66,2.52,1.56,1.73,2.95,3.63,7.06,3.31,3.01,0.01,1.38,1.51,0.36,1.8,0.02,2.19,0.69,1.98,2.06,0.85,0.02,0.37,0.02,0.61,0.26,0.4,2.62,0.2,1.74
3.27,1.44,5.02,2.47,0.1,0.05,1.82,4.49,3.94,0.05,4.36,0.05,4.13,4.94,1.41,5.13,2.45,4.43,0.09,4.46,5.76,3.66,1.07,0.01,4.35,1.95,5.68,5.79,5.09,1.23,4.73,3.35,0.3,3.3,3.36,0.05,1.2,5.58
7.72,0.35,0.32,1.46,2.46,0.28,1.88,0.28,0.38,0.38,8.78,0.28,8.27,9.35,0.34,0.3,1.44,9.0,2.45,8.52,9.05,6.15,0.01,0.03,8.78,5.73,9.61,9.6,8.42,0.27,8.0,6.09,0.82,0.27,6.14,2.78,3.79,9.29
8.22,0.06,0.02,0.54,1.7,0.69,1.15,0.31,0.31,0.31,9.82,0.69,9.1,10.36,0.94,0.01,1.19,10.28,2.32,8.93,8.8,5.92,0.31,0.0,8.55,6.2,9.52,9.58,8.32,0.68,7.94,5.83,0.18,0.01,5.94,5.2,5.34,9.03
4.08,4.99,5.51,0.84,0.01,0.72,0.75,4.83,3.48,0.72,5.87,0.01,5.06,6.24,4.93,5.29,0.83,6.35,0.12,3.62,3.5,0.53,0.86,0.0,2.97,2.92,4.27,4.3,3.23,0.01,2.77,0.45,0.62,0.67,0.71,4.78,0.24,3.71
6.36,4.46,4.4,0.44,0.01,0.71,2.55,3.46,1.51,0.88,8.17,0.06,7.37,8.59,4.83,4.28,0.55,8.67,0.02,6.0,5.87,2.68,0.11,0.05,5.28,4.88,6.65,6.68,5.62,0.01,5.07,2.66,0.37,1.04,3.02,6.33,2.56,6.09
2.67,0.93,5.01,2.74,0.26,0.12,0.64,4.71,4.24,1.22,3.57,0.09,3.16,4.14,0.89,5.38,2.72,3.75,0.25,3.51,4.71,2.48,0.72,0.0,3.57,0.87,4.68,4.75,4.07,0.12,3.58,2.15,0.21,2.55,2.17,0.0,0.46,4.57
7.74,0.01,0.2,0.06,2.04,0.74,0.39,0.74,0.0,1.51,9.18,0.74,8.52,9.73,0.1,0.12,0.06,9.55,2.13,8.59,8.63,5.77,0.05,0.15,8.54,5.66,9.29,9.37,8.08,0.74,7.68,5.68,0.78,0.48,5.76,4.07,4.57,8.87
7.58,0.17,0.38,1.31,2.4,0.26,1.61,0.26,0.51,0.66,8.69,0.26,8.16,9.25,0.15,0.36,1.29,8.93,2.38,8.39,8.87,5.96,0.0,0.0,8.69,5.57,9.44,9.46,8.24,0.25,7.83,5.9,0.71,0.25,5.95,2.77,3.71,9.11
6.62,0.99,0.79,0.54,1.43,0.25,1.27,0.25,0.18,1.5,7.85,0.25,7.28,8.41,0.97,0.93,0.52,8.14,1.51,7.45,7.82,4.91,0.09,0.01,7.85,4.57,8.41,8.48,7.21,0.19,6.8,4.84,0.04,0.1,4.9,2.36,2.98,8.06
6.03,3.79,3.78,0.75,0.0,0.89,2.75,2.85,1.18,0.58,7.83,0.08,7.03,8.32,4.1,3.58,0.7,8.34,0.02,5.93,5.81,2.81,0.37,0.02,5.3,4.42,6.58,6.61,5.49,0.0,5.1,2.72,0.98,0.75,2.82,5.6,2.29,6.03
3.68,2.03,3.26,1.04,0.07,0.03,1.6,3.2,2.28,1.7,5.21,0.25,4.5,5.75,1.96,3.79,1.21,5.67,0.06,4.54,4.71,1.79,0.98,0.02,4.84,1.6,5.32,5.41,4.11,0.01,3.7,1.73,0.73,1.09,1.79,2.05,1.4,4.95
7.17,4.72,4.63,0.02,0.01,0.13,3.14,3.66,1.56,0.19,8.97,0.19,8.17,9.38,5.25,4.49,0.0,9.47,0.04,6.68,6.56,3.32,0.37,0.0,5.92,5.73,7.33,7.36,6.32,0.01,5.69,3.3,0.13,1.0,3.73,7.12,3.37,6.77
6.75,0.86,1.03,0.49,1.59,0.33,1.6,0.33,0.09,1.11,7.89,0.33,7.35,8.46,0.84,1.0,0.47,8.15,1.58,7.57,8.05,5.14,0.1,0.0,7.89,4.74,8.62,8.63,7.42,0.15,7.0,5.08,0.15,0.15,5.13,2.14,2.94,8.29
1.62,2.12,5.29,1.78,0.47,0.4,0.23,5.2,4.38,3.18,3.11,0.62,2.39,3.65,2.07,5.83,2.94,3.61,0.66,2.46,3.08,0.8,1.3,0.0,3.11,0.12,3.5,3.48,2.43,0.12,1.93,0.35,1.81,0.79,0.4,1.34,0.12,3.24
3.92,5.2,6.0,1.33,0.06,0.42,0.27,5.32,3.95,0.42,5.68,0.06,4.84,5.99,5.14,5.78,0.61,6.15,0.06,3.24,3.12,0.25,0.65,0.01,2.53,2.97,3.89,3.92,2.89,0.06,2.33,0.11,1.11,0.24,0.36,4.88,0.49,3.33
5.94,1.72,1.57,0.01,0.13,0.55,1.68,1.2,0.13,0.23,7.5,0.06,6.79,8.05,1.62,1.51,0.01,7.96,0.17,6.79,6.69,3.88,0.04,0.0,6.57,3.89,7.37,7.44,6.15,0.01,5.76,3.78,0.09,0.0,3.86,3.23,3.35,6.92
4.11,2.94,3.23,0.35,0.07,0.01,2.0,3.07,2.04,1.13,5.78,0.57,5.02,6.31,2.87,3.39,0.65,6.29,0.24,4.91,4.79,1.99,0.68,0.01,4.72,2.17,5.46,5.53,4.25,0.07,3.85,1.89,0.66,0.74,1.97,2.94,1.52,5.02
3.59,0.2,4.12,1.83,0.09,0.12,1.31,3.79,3.33,1.12,4.45,0.13,3.99,5.02,0.16,4.47,1.81,4.66,0.08,4.33,5.38,2.93,0.1,0.0,4.45,1.65,5.46,5.5,4.72,0.12,4.17,2.61,0.16,2.59,2.62,0.01,0.03,5.32
6.98,0.69,0.56,0.72,1.1,0.18,0.62,0.18,0.62,1.28,8.51,0.18,7.81,9.06,0.59,0.5,0.7,8.94,1.21,7.84,7.75,4.94,0.03,0.0,7.62,4.92,8.43,8.51,7.22,0.18,6.82,4.85,0.0,0.0,4.93,3.8,4.2,7.99
3.23,0.95,3.79,1.97,0.47,0.58,1.11,3.63,2.98,2.25,4.47,0.17,3.87,5.03,0.89,4.29,1.95,4.84,0.46,4.04,4.67,1.95,0.35,0.01,4.47,1.31,5.12,5.11,4.01,0.01,3.56,1.89,0.47,1.99,1.97,1.01,0.96,4.88
4.97,2.68,2.36,0.19,0.01,0.04,2.66,2.15,1.12,0.31,6.58,0.47,5.85,7.12,2.6,2.48,0.17,7.08,0.05,5.83,5.71,2.89,0.08,0.0,5.62,2.96,6.38,6.46,5.17,0.01,4.77,2.79,0.02,0.04,2.88,2.94,2.4,5.94
6.14,2.04,1.97,0.11,0.19,0.54,2.15,1.39,0.36,0.0,7.82,0.21,7.06,8.36,2.16,1.75,0.17,8.33,0.38,6.69,6.57,3.67,0.19,0.11,6.3,4.22,7.29,7.35,6.11,0.0,5.73,3.59,0.42,0.03,3.69,4.17,3.1,6.8
1.21,4.72,7.67,3.15,0.1,0.67,0.67,7.6,6.63,0.67,2.47,0.67,1.56,2.61,4.67,7.99,3.38,2.86,0.09,0.65,0.49,0.1,2.04,0.01,1.59,0.83,0.93,1.03,0.07,0.01,0.67,0.01,0.01,0.75,0.67,3.36,0.36,0.71
7.82,0.07,0.04,1.11,2.63,0.69,1.34,0.58,0.11,0.58,8.99,0.69,8.44,9.56,0.07,0.02,1.14,9.25,2.66,8.64,9.05,6.13,0.0,0.02,8.99,5.78,9.64,9.69,8.43,0.67,8.02,6.06,0.56,0.2,6.12,3.17,4.04,9.29
4.01,0.57,3.47,1.24,0.04,0.26,1.74,3.17,2.69,1.32,4.98,0.61,4.47,5.55,0.46,3.84,1.21,5.24,0.03,4.77,5.59,2.93,0.29,0.0,4.98,2.12,5.88,5.88,4.93,0.02,4.43,2.86,0.44,1.94,2.87,0.26,0.24,5.68
0.44,3.55,7.63,5.02,0.64,0.55,0.2,7.33,6.86,1.09,1.34,0.22,1.93,2.09,3.5,8.0,5.34,1.43,0.63,2.11,3.5,1.82,3.33,0.0,1.33,0.17,3.23,3.29,2.68,0.73,2.73,1.71,0.32,1.46,1.84,0.03,0.62,3.13
8.15,0.25,0.16,0.26,2.26,0.92,0.58,0.89,0.08,0.89,9.65,0.92,8.96,10.19,0.31,0.11,0.51,10.04,2.38,9.0,8.93,6.12,0.03,0.03,8.77,6.08,9.61,9.68,8.4,0.92,8.0,6.02,0.82,0.43,6.1,4.66,5.14,9.16
7.55,0.06,0.05,0.25,1.81,0.51,0.2,0.51,0.03,1.55,9.02,0.51,8.35,9.57,0.04,0.26,0.26,9.4,1.9,8.41,8.42,5.57,0.07,0.0,8.32,5.48,9.09,9.16,7.87,0.51,7.47,5.48,0.55,0.32,5.55,3.99,4.47,8.65
3.19,3.45,4.65,0.19,0.05,0.47,0.85,4.39,3.38,2.21,4.98,0.05,4.18,5.49,3.4,4.7,0.78,5.49,0.04,3.57,3.45,0.86,0.24,0.0,3.3,1.58,4.16,4.23,2.97,0.0,2.6,0.75,1.45,0.98,0.85,3.31,0.1,3.68
2.02,2.48,4.99,1.01,0.03,0.05,0.12,4.93,3.99,3.05,3.71,0.05,2.94,4.24,2.42,5.43,2.19,4.22,0.04,2.87,3.03,0.23,0.74,0.0,3.31,0.17,3.6,3.7,2.4,0.0,1.98,0.17,1.61,1.09,0.26,2.0,0.17,3.27
5.7,2.19,2.46,0.03,0.32,0.4,2.97,1.78,1.29,0.4,6.62,0.28,6.14,7.19,2.09,2.47,0.05,6.82,0.31,6.46,7.22,4.44,0.67,0.0,6.62,3.79,7.57,7.57,6.56,0.03,6.09,4.37,0.52,0.81,4.44,0.67,1.63,7.36
8.96,0.05,0.16,0.94,2.92,1.73,0.32,0.33,0.22,0.33,10.45,1.73,9.76,10.99,0.01,0.65,1.16,10.83,3.19,9.81,9.73,6.93,0.18,0.02,9.56,6.88,10.42,10.49,9.21,1.73,8.81,6.83,1.04,0.11,6.91,5.33,5.86,9.96
1.72,1.81,5.45,2.43,0.82,0.44,0.4,5.29,4.62,2.55,2.82,0.66,2.21,3.37,1.75,5.95,3.49,3.23,0.9,2.46,3.45,1.11,1.23,0.01,2.82,0.24,3.56,3.56,2.81,0.01,2.23,0.76,1.14,1.15,0.78,0.75,0.03,3.37
0.67,4.07,8.14,5.63,0.26,0.07,0.35,7.81,7.34,0.71,1.13,0.27,2.37,2.2,4.02,8.48,5.82,1.46,0.32,2.48,3.65,2.31,3.82,0.0,1.11,0.27,3.42,3.42,2.89,1.34,2.99,2.11,0.02,1.92,2.23,0.0,0.8,3.39
1.12,4.8,7.89,3.45,0.4,0.51,0.44,7.83,6.87,0.71,2.16,0.71,1.22,2.26,4.74,8.26,3.73,2.52,0.39,0.51,0.53,0.19,2.39,0.02,1.87,0.51,0.81,0.83,0.04,0.01,0.71,0.02,0.01,0.55,0.71,3.26,0.52,0.51
5.57,2.51,2.4,0.04,0.11,0.03,2.52,1.87,0.85,0.04,7.26,0.01,6.5,7.8,2.5,2.18,0.02,7.77,0.1,6.15,6.03,3.18,0.07,0.07,5.8,3.66,6.75,6.81,5.56,0.02,5.18,3.08,0.58,0.27,3.2,3.84,2.58,6.26
6.91,2.85,2.76,0.06,0.09,0.39,3.26,1.81,0.01,0.39,8.69,0.35,7.9,9.2,3.33,2.63,0.04,9.2,0.08,7.02,6.89,3.88,0.05,0.0,6.43,5.16,7.65,7.7,6.54,0.01,6.19,3.79,0.16,0.0,3.89,5.69,3.32,7.11
0.7,5.06,9.13,6.58,0.46,0.25,0.03,8.77,8.25,0.35,0.83,0.29,3.01,2.38,5.01,9.45,6.76,1.71,0.54,3.0,3.76,2.9,4.81,0.01,0.83,0.0,3.62,3.52,3.15,2.29,3.27,2.6,0.34,2.63,2.64,0.27,0.37,3.68
1.24,5.05,8.07,3.55,0.31,0.43,0.43,8.0,7.03,0.43,2.37,0.43,1.23,2.41,5.0,8.39,3.64,2.68,0.3,0.27,0.25,0.24,2.38,0.01,1.67,0.69,0.56,0.66,0.29,0.01,0.43,0.01,0.06,0.65,0.43,3.54,0.71,0.32
0.55,3.14,7.21,4.64,0.36,0.8,0.07,6.92,6.44,1.2,1.67,0.48,1.87,2.28,3.09,7.59,4.93,1.7,0.35,2.11,3.53,1.69,2.92,0.01,1.67,0.29,3.33,3.45,2.75,0.36,2.71,1.63,0.03,1.41,1.73,0.02,0.43,3.19
1.39,2.73,5.6,1.55,0.43,0.0,0.06,5.53,4.61,2.67,3.11,0.56,2.33,3.64,2.68,6.06,2.68,3.62,0.51,2.24,2.54,0.22,1.25,0.0,2.98,0.16,3.06,3.14,1.88,0.01,1.44,0.0,1.19,0.46,0.08,1.97,0.01,2.77
0.23,3.73,7.55,4.01,0.01,0.76,0.1,7.38,6.71,1.88,0.73,0.65,0.22,1.28,3.68,8.04,5.13,1.22,0.01,0.54,1.91,0.13,3.32,0.0,0.73,0.01,1.78,1.91,1.22,0.28,1.06,0.0,0.64,0.0,0.12,1.27,0.03,1.66
4.49,5.3,5.44,0.86,0.02,0.41,0.78,4.69,3.23,0.41,6.28,0.02,5.47,6.64,5.24,5.22,0.86,6.76,0.16,3.97,3.84,0.76,0.73,0.0,3.27,3.31,4.62,4.65,3.6,0.02,3.07,0.74,0.56,0.97,1.09,5.14,0.65,4.06
1.09,4.74,7.83,3.39,0.38,0.52,0.46,7.76,6.81,0.75,2.17,0.75,1.24,2.29,4.69,8.2,3.69,2.54,0.37,0.56,0.56,0.17,2.35,0.01,1.86,0.52,0.86,0.89,0.02,0.02,0.69,0.01,0.02,0.59,0.71,3.22,0.46,0.57
