Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_correlation,Magmap2019-grid-tmi_rtp_05vd-AWAGS_MAG_2019_correlation,Green_Vegetation_correlation,Ferric_Oxide_Composition_mean,Gypsum_Index_correlation,Ferric_Oxide_Content_dissimilarity,AlOH_Group_Content_correlation,Ferric_Oxide_Content_correlation,Radmap2019-grid-u_conc-AWAGS_RAD_2019_dissimilarity,AlOH_Group_Content_mean,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_std,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_mean,Silica_Index_mean,Ferric_Oxide_Composition_correlation,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_std,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_mean,Ferric_Oxide_Composition_std,FeOH_Group_Content_mean,RockUnitBndyFaults_CSP_Geological boundary,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_std,Radmap2019-grid-uk_ratio-AWAGS_RAD_2019_dissimilarity,Silica_Index_dissimilarity,Magmap2019-grid-tmi_rtp_05vd-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_mean,Opaque_Index_correlation,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_dissimilarity,Ferric_Oxide_Content_std,Silica_Index_correlation,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_correlation,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_dissimilarity,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_dissimilarity,Radmap2019-grid-u_conc-AWAGS_RAD_2019_correlation,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_correlation,RockUnits_CSP_Clastic sediment,RockUnits_LAO_Ultramafic igneous rock,RockUnits_CSP_Null,RockUnits_LAO_Sandstone,RockUnits_LAO_Serpentinite,RockUnits_LAO_Granite,RockUnits_CSP_Saprolite,RockUnits_CSP_Silt,RockUnits_LAO_Granodiorite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Shale,RockUnits_LAO_Basalt,RockUnits_LAO_Dacite,RockUnits_LAO_Igneous rock,RockUnits_CSP_Ferricrete,RockUnits_CSP_Sand,RockUnits_LAO_Andesite,RockUnits_LAO_Conglomerate,RockUnits_LAO_Limestone,RockUnits_LAO_Mudstone,RockUnits_LAO_Phyllite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Rhyolite,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Siltstone,RockUnits_LAO_Tuff and lapilli tuff,label
-0.06257807778410653,-0.4278286132023077,-0.6457671927169365,1.002735344286079,-0.6214707356085887,0.007415161404959658,-0.37326223063371683,-1.5374970500715883,-0.3227608336685644,-0.7570194222015886,-0.6645193475303686,0.7235278866239017,-1.1088370455079586,-0.6924463804467689,0.6282528710061611,-0.02104731949630475,-1.9447003029708376,-0.12705173925308483,-0.2827741537923018,-0.40893235809014344,-0.05729112400154668,-0.40131371478346556,-0.25460771281552297,-0.6292301731960391,-1.2120390153408767,-0.2400889271736993,-0.5584551107133898,0.2403872710177702,1.1796889164199487,0.879495071695111,1.0057706832041686,-0.28063784720972,0.5667431933308471,0.548322592486484,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.10086956205158908,-0.5360964913754258,-0.7594141923707048,1.344145602554298,0.04962567667396265,0.921632575615529,-0.6031777122997748,-0.17117239162926326,-1.7821851197335392,1.2978841787072435,-0.5864183467403046,0.1828073254134182,1.6986308440299964,0.05835035679022869,5.356823381486493,-0.804900571516929,0.11986584153565968,2.167582993289673,-0.23620076489760755,-1.1544272824543693,-0.8921802329039215,1.015927000813994,0.3447014428013834,0.15046836184406273,2.4498256576043236,-0.41700936552867934,-2.260287672831192,0.9457537418011067,0.2339546627289749,-0.5322068892585429,0.10061845236284321,0.22334076345413992,-0.6085283775420942,-0.40100007995587733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1001073195457656,-0.729437967309525,1.3905622619480604,-1.0583878618680744,0.5280698524372128,-0.35945700069132674,-0.45545325331869924,1.0637779595014007,1.2734420540904083,0.5631506892790312,0.768948335746455,0.5970537725991233,0.0868614865252562,1.1241457786376026,-0.7907338405734802,-0.19386191872273972,1.0302489236827963,0.42430572158038254,-0.682335990672264,0.31269416305890396,0.12409508417403713,-0.40131371478346556,-0.4005417058647224,-0.36513547795179374,-0.4621674395423478,-0.00266025547804548,0.22984577239006734,1.0214904452089002,-0.32753982111456525,0.012605270005199714,-0.26959615775999873,-0.7878890462545142,-0.9147967044038386,-0.5142964214411833,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3475968810519009,0.10239971672401357,-0.5451076689877965,0.5483556583482715,-1.353028071895241,0.28683419430844576,-0.25999825178517966,0.5376143184094914,-0.0172999365851964,-0.6924162886478107,0.44355775104811923,1.4506491349398236,-1.305965741644563,0.6970688948843703,1.3032704544051947,0.06562421736253553,0.08762506503850882,-0.6681989670249836,-0.42715813844784073,0.42089168908937197,2.2161586186575812,-0.6386804077676074,-0.3081392758773018,-0.7790930220510953,-1.2736067082699576,-0.28372658239067516,0.293455065551153,0.015895949222892152,-0.24526734448195886,1.3438126210697676,-0.5675752600854924,2.307652303271107,0.9946944771218211,1.1265091112682644,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4382861590219047,-1.261248805918875,1.8942150071566362,-1.07370316488242,1.3460148499794207,-0.5612995411691656,-0.41049294381801155,0.6405037273223408,0.8485120061477684,0.46572731475220985,0.23899462084943587,0.10103816990618358,-0.03068856830507892,0.37950991048096866,-0.7468724925414496,-0.13374381663659465,1.1692557443278344,0.42430572158038254,-0.6543176335803762,-0.0035368618254631077,1.0404228987879003,-1.1173906179115392,-0.1312434822825135,-0.4306089953680201,-0.16014936667679414,-0.20301946546307129,0.3854613645877265,0.4770140926674872,0.7592336980242314,-0.22290156405186343,2.3926761499021976,0.3460628277391727,0.28429216962828135,0.15118705994494905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.017393400014014314,-0.3080945704694606,-0.8377822853200763,0.9660391983056441,-1.1215040921982435,0.012419324033650682,-0.35118092338075496,-0.7731570999702108,-0.4547878214079299,-0.7506111295290308,-0.8487595337376735,0.86055911839012,-1.0555153763923701,-0.8031777681473474,0.9433285238800387,-0.12260972613451156,-1.5866803337187954,-0.25978597359093586,0.3198742211600629,-0.6053532406392624,-0.4787221885225274,-0.5531786879911201,-0.06300241599484488,-0.833338549674653,-0.7274726347455648,-0.2405699526433482,-0.741047858492756,0.38396735825103756,0.42714924522842634,0.4359943972819644,-0.41695740781714125,-0.5267364934559683,1.004092866298158,-0.24076908121938287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2207466951141352,-1.2028346475046263,0.891767769631005,-1.3816016093185954,1.3640541508421185,-1.354842411606508,-0.3890161722715892,1.6410310757043336,1.0256793264561215,0.4387071550320694,0.06251262161510912,-0.1037436301012897,-0.040383443641558735,1.463660664207351,-0.4848285517117103,-0.10460649942297877,0.7225059410335581,-0.6681989670249836,-0.686820896687157,0.2629284182816779,0.3832182387105863,-1.0895528486819865,-0.0063836753693905695,-0.744613332009604,0.3810844620743548,-0.13779923821936785,1.2166417265631646,-0.3105957280780479,-0.10664639358925283,-0.5801741234543756,-0.6962110474281913,-0.25445714016224724,-1.0124582738812447,-0.5818668395315206,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3114652179234589,-0.25455308803288207,0.04972198062912873,1.9764708370088224,-0.33283981941669355,0.5411126972591749,0.08222488622749903,-0.6003018328869747,2.8691019002545635,3.5114363953163936,-0.9866382829270881,-0.29956641188586336,4.117900838078238,0.1860843241438875,1.3946301366704674,-0.7042588665314384,-0.9778933295842945,1.0369252117314545,-0.6589217507311683,-1.3899703248928197,2.9616929518527373,1.7081429588881643,-0.9404861293527526,1.2982792518991735,0.7511612619938646,-0.26894277009652784,2.776830023374049,0.6361051081987187,1.0806800204332674,-1.5225866618981472,-0.9201024494487127,3.410405501366553,-1.5499217847686695,-1.2878174428928117,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.08068595228776321,-0.45992732524553875,0.5085143714443,1.1734783094445516,2.17824476540382,0.5887001289554634,-0.6592451860964169,0.01399452243300446,1.0138002915695457,2.0465853031175043,-0.5506923236386931,0.08234645036013721,1.397686390863449,-0.7155322473636306,5.502314329763712,-0.730728006870308,0.5907160355053976,2.6692193849607335,-0.6788953919852327,-1.0090397071898998,-0.8679764217658928,0.1932214994762894,-0.2731637312611599,0.30656510383107627,-1.061828579800649,-0.4564560625493884,-0.08962054370913494,1.1251512361228615,-1.7606994625856496,0.3761009355571028,0.1619036352250057,-0.15104334732472866,-1.1281219310848285,0.01056051023479261,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2726519599657221,-0.9083411002427967,-0.8412628857249693,0.9722563004299078,-0.20614996796884974,-0.11882621400066277,-0.45685711281131564,-0.41548376369188106,-0.19243085091299414,-0.5693244212753986,-0.6240269027688685,0.5246786465312521,-0.926250662376074,-0.45355256750953604,0.42082060270446114,0.06679952261129583,-1.59682770669566,1.2207111276074878,-0.6224009762529396,-0.2926303123610882,-0.4166465317214639,0.03638549604907091,-0.4813749350846368,-0.4807933988409742,-1.1431507336407452,4.600951399376919,-0.7600738524293312,0.10677759017865966,1.3801247032941135,2.075668998487845,0.531120910920665,0.1974873152447605,-0.7218320201499748,0.9447464944831973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
