Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_correlation,Magmap2019-grid-tmi_rtp_05vd-AWAGS_MAG_2019_correlation,Green_Vegetation_correlation,Ferric_Oxide_Composition_mean,Gypsum_Index_correlation,Ferric_Oxide_Content_dissimilarity,AlOH_Group_Content_correlation,Ferric_Oxide_Content_correlation,Radmap2019-grid-u_conc-AWAGS_RAD_2019_dissimilarity,AlOH_Group_Content_mean,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_std,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_mean,Silica_Index_mean,Ferric_Oxide_Composition_correlation,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_std,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_mean,Ferric_Oxide_Composition_std,FeOH_Group_Content_mean,RockUnitBndyFaults_CSP_Geological boundary,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_std,Radmap2019-grid-uk_ratio-AWAGS_RAD_2019_dissimilarity,Silica_Index_dissimilarity,Magmap2019-grid-tmi_rtp_05vd-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_mean,Opaque_Index_correlation,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_dissimilarity,Ferric_Oxide_Content_std,Silica_Index_correlation,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_correlation,Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_dissimilarity,Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_dissimilarity,Radmap2019-grid-u_conc-AWAGS_RAD_2019_correlation,Radmap2019-grid-dose_terr-AWAGS_RAD_2019_correlation,RockUnits_CSP_Clastic sediment,RockUnits_LAO_Ultramafic igneous rock,RockUnits_CSP_Null,RockUnits_LAO_Sandstone,RockUnits_LAO_Serpentinite,RockUnits_LAO_Granite,RockUnits_CSP_Saprolite,RockUnits_CSP_Silt,RockUnits_LAO_Granodiorite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Shale,RockUnits_LAO_Basalt,RockUnits_LAO_Dacite,RockUnits_LAO_Igneous rock,RockUnits_CSP_Ferricrete,RockUnits_CSP_Sand,RockUnits_LAO_Andesite,RockUnits_LAO_Conglomerate,RockUnits_LAO_Limestone,RockUnits_LAO_Mudstone,RockUnits_LAO_Phyllite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Rhyolite,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Siltstone,RockUnits_LAO_Tuff and lapilli tuff
-0.14088794034762075,-0.5501144990689855,-0.4069600982291591,0.30024341784095243,-0.10410280323717817,1.1885129765534312,2.1238079949071613,-0.9884822367152851,-0.009625058432615512,-0.45701301971932035,1.1006365747562825,1.6210119080551435,-0.06982330724437374,0.051020224453851716,-0.526614167552167,1.4631372589652345,0.4463843996348241,-0.6278615344399924,-0.10897634396705841,2.038667373851334,0.9076844196919629,-1.463876850589892,-0.15794719838631566,-0.7920578658103932,-0.13880522004032742,-0.1553970514843321,0.17400073459089765,-0.20370842910120068,-0.9160352291532875,-0.25905993603171207,-0.5191207171975203,0.2439732466601388,0.5085841500880869,-0.31750026566149764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7574475041221815,-0.433224466351722,-0.4370257716078344,0.30586854971510075,-0.25074627829699825,-0.201097082487494,2.2987066465154093,0.5099899649716677,0.8935476350521592,-0.5096184881453378,1.355946033291163,1.0118563701798449,-0.1446757655618688,0.8635395799129567,-0.23142481256960667,1.8758065072323467,0.6321798981183576,-0.29340442495735153,-0.6381945436019943,2.3770462227436444,0.8766762413445153,-1.5356684934834672,-0.09097447863773975,-0.8256932992556126,0.3759318215953756,-0.3307321305827031,0.9490217608278647,-0.015175546869875274,-0.12383628379960229,0.21189963988854532,-0.47754771848032385,0.3218545450100025,1.506516547577166,0.47298371262436006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.235725557954976,-0.2854768686413794,-0.17757841574474956,0.36458128951308016,0.532084193297527,-0.23118362518219077,2.7729681538789794,0.7987290385996624,0.2800460626245295,-0.547357358128342,1.2488099079860389,0.17081305574205233,-0.16512128247619814,1.2127444337011681,-0.1901108817110596,2.308409954518813,0.7148448568340271,-0.28564889543799066,-0.5589014507956628,2.4008283160169364,0.0701654487498489,-1.683266443511378,-0.07359487533979192,0.039445698909887174,0.4529082969320578,-0.30712938693213754,0.6214937179392156,-0.10264774970051352,0.6618791798025361,0.7818261451984326,-0.3185694919043773,-0.370765697231863,2.2070993830184706,1.0104175305997567,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1932765787438635,-0.185262029357315,0.6579819313352354,0.26332421661640876,1.222226950706051,-0.44625387876751715,-0.21537527204505386,1.8809336817332099,-1.5362055301358897,-0.6088251258709703,0.9635200678870783,-0.3928843398006592,-0.35705025925129014,2.5022090802369066,-0.24555430314750204,2.681403111795919,1.093768998372904,-0.2895710939342267,-0.6126496768002528,1.7404536283075251,-0.06937135381366505,-0.7478496754144935,-0.07652002537596624,-0.6315270427733823,0.42357912533383424,-0.3202377580578456,-0.6470464445451998,0.03347015597612078,2.027221913151455,0.07374118040059521,-0.8721062711203852,-1.078777500412436,3.2633922550918246,2.1733791788423975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0105474944132848,0.08370703882240045,0.9591001670833509,-0.10120176271942849,0.7882831763429073,-0.4994391219826607,-0.3164052764621415,1.0687480733485302,-1.4200638070705245,-0.11374074463099236,0.1367280161840297,-0.9086785883201829,-0.25338356581958665,1.826105774419445,-0.4360341766678308,2.768632190490798,1.6612550448896268,-0.30081620520070557,-0.3422947603919959,0.9725279677715643,-0.8043248117603771,-0.5808868743429216,0.11959363112782365,0.06938518733378858,0.20653158007222788,-0.39352091398261324,-0.49976275526798325,-0.004406041335589247,0.9344861873672466,0.23099892888905635,-1.3528903025812993,-0.5853240567174545,2.584678977309481,1.7611542112826757,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5672610915583263,0.3240751660611777,-0.7451985796056397,-0.5996988535801998,0.6248013869601924,-1.3131345218289456,-0.30328384842579315,1.3689809724906272,-0.3536095146879733,0.18078272600590203,-0.3701439078670151,-1.1214026210154235,-0.06873464966099053,2.0078812267150146,-1.056099212316171,2.710979935886412,1.8679250807411723,-0.28061635278333236,0.7614613611276481,1.2447490311515061,-0.6051568969902338,-0.2675069068436617,0.2737041708304772,1.1613597675959564,-0.20343367451450484,-0.4137843566027,0.18855093776546164,0.11803396421850214,-0.7700804789760474,1.865983014611897,2.338253074263138,0.41112559845450614,1.2930806289515226,0.8633986460289683,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.399396032488791,0.018870411333356464,0.8027604873059658,-1.0990358021697264,1.2307088978875294,-1.7671501564282928,-0.3269220176995595,0.043298345673518,0.14340874137116058,0.4413147673209185,-0.4623453100694956,-1.0588801702673594,0.06133027798377044,1.423906786782483,-1.0482402189543085,2.830312403642559,1.6375323808251845,-0.6278615344399924,-0.12425825929508716,1.5764593048302369,-0.7291896103800236,-0.4552514992791643,0.5077131181247242,1.6861928517452507,-0.00926375982734605,-0.4339510461396981,0.6520788388979919,-0.08856212076124206,0.9808637721411269,2.763571568423338,2.6438916018691967,-0.1719067299037553,2.1082870572364816,1.639188273963787,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.915095026778486,1.484780157003122,0.8631515942400779,-1.4651893362648563,2.5319107117150694,-2.364804769053939,-0.20543337316332447,0.7508593784603559,0.01531125269612615,0.5160778595604761,-0.5120249875460439,-1.0063280644868373,0.06473730555131041,1.9999885844103407,-1.0537960166317482,3.209272673816324,1.1505339825955225,-0.6278615344399924,-0.42464480331155446,2.0861126404934645,-1.2927036207326752,-0.8954476254424041,0.7194035007699525,1.0124978528981348,0.4008615147123245,-0.37026069066905315,-0.05761474451440255,-0.3819884752126498,3.2148581536807437,3.2814169629618286,1.9344560774637016,-1.006437164000508,3.441571123110334,2.6762576723773983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.537926390982141,4.127722229829818,2.214512456726034,-1.4003120007949321,3.6376538935059215,-2.6152024469646515,-0.0169435943181382,1.4352724987116754,-0.48375656318180865,0.327291180798006,-0.6709015658927818,-1.028786849053052,-0.029043164651287177,2.674647228001393,-1.0639759815063365,3.54263799169019,1.296569760306769,-0.6278615344399924,-0.616087614298048,1.8188603527404203,-1.978163255547884,-1.3972806555372985,0.5894849750034635,1.3456549860985423,0.2683692745807271,-0.39417118754888336,-0.6007233487241389,-0.19730470914760334,4.9844930096503015,3.163437016823075,2.058790138441983,-1.575924918732707,3.5805927548028507,3.1745524857579053,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.004616896371052,5.126598481927379,1.4597593751730142,-1.3508838652799335,2.206109530199937,-2.355293539427873,-0.03044791153011461,1.223374003468965,-0.651820468323452,0.20515411558208604,-0.7261867566239671,-1.0927069256439257,-0.23257273441435408,1.6117474613295824,-0.9883100921858184,3.5127898398364366,1.3675480195090914,-0.6278615344399924,-0.6201007185716905,1.930704334117764,-1.8401172307895362,-1.7316785711205323,0.3530277345619906,0.1462179784978921,0.20391446758356369,-0.39959304020621816,-0.7640419557855705,-0.6713155404640156,5.8794577560297485,2.6348731404998964,0.1595199933433856,-1.5297502359165835,3.7990836532820347,2.9520375361558737,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
