AlOH_Group_Content_correlation,Gravmap2016-grid-grv_ir_mean,Gravmap2016-grid-grv_cscba_mean,Opaque_Index_mean,Gravmap2016-grid-grv_cscba_std,MgOH_Group_Content_mean,IntrusionsBndys_UnconformableBndys,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_CSP_Geological boundary,MetamorphicBoundaries_Faults,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,MetamorphicBoundaries_Unconformities,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Unconformable boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,AlOH_Group_Content_mean,Gravmap2016-grid-grv_cscba_correlation,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_correlation,Opaque_Index_correlation,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_dissimilarity,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_dissimilarity,MetamorphicFacies_Benambran_Subgreenschist facies,MetamorphicFacies_Benambran_Upper Greenschist,RockUnits_LAO_Serpentinite,MetamorphicFacies_Benambran_Greenschist facies,RockUnits_LAO_Ultramafic igneous rock,RockUnits_LAO_Sandstone,RockUnits_LAO_Granite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Mudstone,RockUnits_LAO_Igneous rock,RockUnits_LAO_Conglomerate,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Andesite,RockUnits_LAO_Phyllite,RockUnits_LAO_Shale,RockUnits_LAO_Tuff and lapilli tuff,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Rhyolite,RockUnits_LAO_Dacite,RockUnits_LAO_Granodiorite,RockUnits_LAO_Monzonite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Siltstone,label
-0.37326223063371683,-0.24930211394722498,0.39546912445657406,-0.5939122105205967,-0.20700041117741214,0.774372779236347,-0.40144618521592695,-0.09851398101212434,-0.2827741537923018,0.5994594914066425,-0.2609569143859875,-0.5850899592703487,-0.2244128407106053,-0.8599173179189782,-1.0823007267880023,-0.7570194222015886,-2.4629084344051884,-0.6292301731960391,-1.0109624135348736,-0.2400889271736993,-1.0785423522155897,0.7370208872600585,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6031777122997748,0.6930737232420805,1.5508709118848365,-0.18852277793891237,2.2204538895770325,2.329747197652379,-0.011961601957137635,-0.7626002728156758,-0.23620076489760755,-0.4107101224759272,-0.33928676403340446,1.883963060910849,0.9898643329051655,0.1839372249886988,-1.7218399244391218,1.2978841787072435,-0.35269303007341535,0.15046836184406273,-0.25963446757445885,-0.41700936552867934,0.5508770076860806,-1.1849668704425493,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.45545325331869924,1.7763091338106645,0.9060268736602252,1.1387552775471568,-0.21994805359610617,0.6142923626522655,-0.22373308180698528,-0.6737147014793569,-0.682335990672264,-1.0007864490118255,-0.9658250783282335,-0.7282127557818658,-0.5724012347034303,0.28839717869238174,-1.0962994298092694,0.5631506892790312,0.1755149201182955,-0.36513547795179374,0.5334757374260829,-0.00266025547804548,0.01616663963573218,-0.9251763254911042,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.25999825178517966,0.3744962462884271,0.5288807943697582,-0.5512396374796086,-0.25209427991013444,-0.3061705572922061,-0.5897397379035962,-0.30711458267702757,-0.42715813844784073,0.41890096467150906,-0.2831677612898383,-0.66346527166173,-0.7843991025896843,-0.28836203203181016,-0.17842243899525426,-0.6924162886478107,-1.8479448415516935,-0.7790930220510953,-0.510142890174232,-0.28372658239067516,-0.34570877819459556,0.40944330181736954,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.41049294381801155,1.4367199924657554,0.6527011026319822,1.8947231343355742,0.6174550183615991,0.6142923626522655,-0.07681445953220332,-0.8080519708026697,-0.6543176335803762,-1.013581799536787,1.1028160644768517,-0.6079746195387606,-0.48183983263376606,0.795315231000486,-0.28127083401177083,0.46572731475220985,1.2370249402101268,-0.4306089953680201,0.32738643786048244,-0.20301946546307129,0.25972743935112624,-0.15604647159281723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.35118092338075496,-0.51771696243796,0.2608193367501679,-0.5939122105205967,0.6776113097335412,0.09403067152014156,-0.40533466838423615,-0.6314599750358162,0.3198742211600629,0.651948308409752,-0.05655408018410659,-0.5519459673028934,-0.12364132458951001,-1.0327019721917605,-1.326174859031124,-0.7506111295290308,-0.22178341472235455,-0.833338549674653,-0.11774344192249721,-0.2405699526433482,-1.004924367610741,-0.2632464356853746,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3890161722715892,1.547599818917691,0.9325079530881383,2.62358304237167,0.6708490438007354,-0.6596816833360777,0.008094257492939405,-0.5687894597895048,-0.686820896687157,-0.961464710762662,1.3939397574192214,-0.5788657700398627,-0.4360081980844161,0.9318756955967781,-0.6513255453585248,0.4387071550320694,0.8442938600505253,-0.744613332009604,0.43257260637902106,-0.13779923821936785,-0.2955146977821987,-0.016965477286859123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.08222488622749903,1.0632301900944225,2.095180875108823,-0.4622713539080907,-1.1476545295595433,4.6563247923921915,1.0723882490476113,-0.6147540173330448,-0.6589217507311683,1.1085525567421137,-1.5120706855336072,4.392043994528477,-0.29831660216568573,3.58518514749443,-1.8447435651430928,3.5114363953163936,-1.5796373598508755,1.2982792518991735,0.5674540050429789,-0.26894277009652784,1.8413190112026943,-1.5691731358017935,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6592451860964169,0.7452373956146344,1.5901660544112213,0.04376090130114013,1.9759591525596922,3.2259070597590442,0.1273663512116192,-0.5167928883924511,-0.6788953919852327,-0.4250508798776171,-1.0355037645652192,1.6919806361548646,0.8544852788539704,0.36511964512787326,-1.7568012232075303,2.0465853031175043,-0.6550121510735214,0.30656510383107627,-0.6443718077739561,-0.4564560625493884,1.569075879823077,-1.1702617452566193,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.45685711281131564,-0.2893390448430095,0.3970580659827089,-0.5979379248730846,-0.295021823618282,2.6819989051132773,-0.3123427921749716,-0.8038626153632927,-0.6224009762529396,0.7340570170620092,1.1744053019968386,-0.504819031644573,-0.3136083384529374,-0.7379602741324318,-0.874053789549561,-0.5693244212753986,-2.347658755735938,-0.4807933988409742,-1.6219291594763525,4.600951399376919,-1.0598988366338422,1.4587277087159098,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
