IntrusionsBndys_FaultedBndys,IntrusionsBndys_GeologicalBndys,IntrusionsBndys_IntrusiveBndys,IntrusionsBndys_UnconformableBndys,MetamorphicBoundaries_Faults,MetamorphicBoundaries_GeologicalBndys,MetamorphicBoundaries_MetamorphicBndys,MetamorphicBoundaries_Unconformities,RockUnitBndyFaults_CSP_Geological boundary,RockUnitBndyFaults_LAO_Faulted boundary,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_LAO_Intrusive boundary,RockUnitBndyFaults_LAO_Unconformable boundary,MetamorphicIsograds
0.0011851079573854965,0.015432707738502884,0.1579464359760388,0.6496531561489459,0.0011851079573854965,0.02268449299010983,0.004641671522066614,0.6493649806734162,0.014869956728253763,0.0011851079573854965,0.015432707738502884,0.1579464359760388,0.03695766556545135,0.5131196130815971
0.010205721768604797,0.009245623646381693,0.1636138681312267,0.6000764207951113,0.04520669110122396,0.009245623646381693,0.04708690918327608,0.5998910635481822,0.00045534027322260365,9.255839593706484e-05,0.009245623646381693,0.1636138681312267,0.07254430908973097,0.5352274243057915
0.028194091101825688,0.01275494020745011,0.1811797456744292,0.5505762420357951,0.028194091423192007,0.01275494020745011,0.02460450599278856,0.5504534445225702,0.002615091243852393,0.028194091101825688,0.01275494020745011,0.1456922230687329,0.10890152414545434,0.5609323079739816
0.006399486436963383,0.007781648196148168,0.18448749736842462,0.501175304453689,0.018871681837550402,0.018941661265770075,0.022172656756036663,0.5010828677841117,0.0011511203079908716,0.006399486436963383,0.007781648196148168,0.13435818174996897,0.12825673410965335,0.5507753027997805
0.02916658860214163,0.004932935233490649,0.13960098812423474,0.451906155406451,0.06813994960014874,0.018638980927503514,0.031237598118345988,0.4518271311276961,0.008514930602960479,0.02916658860214163,0.004932935233490649,0.13960098812423474,0.14727962569370862,0.5398394894816771
0.06463621769793466,0.008963899932124618,0.09970574248890202,0.4028171555361481,0.09809356029296099,0.01744013698733097,0.06197203530405264,0.40275040201479617,0.0385785625086158,0.06463621769793466,0.008963899932124618,0.09970574248890202,0.17869747184693402,0.5332778464340244
0.08384798367829255,0.009479224762407047,0.07309857731574904,0.35398325990677787,0.08435707260038895,0.031336817010554976,0.10724665244068037,0.3539322198148648,0.014453714527392624,0.0816838991810578,0.009479224762407047,0.07309857731574904,0.21719641973222054,0.5312647100245595
0.08504407855760211,0.03589457314964766,0.07235698456538145,0.305526816816835,0.08504407855760211,0.04653416706331303,0.15521281145062102,0.3054965566468432,0.006271915747160645,0.0598008698828292,0.03589457314964766,0.07235698456538145,0.2596454949435987,0.5339348888370976
0.11112549166468591,0.05492656425819396,0.0959242524357071,0.2576608687678992,0.11112549166468591,0.05492656425819396,0.18300146160743241,0.2576592246031185,0.0010574792532023068,0.07062251368189923,0.05492656425819396,0.0959242524357071,0.2576592246031185,0.5248994680678621
0.09228794192269067,0.015981191339914633,0.08091179338887598,0.21078807080627573,0.09697823145841046,0.015981191339914633,0.17240702822344173,0.21078807080627573,0.0009481720545109877,0.031662279119343016,0.015981191339914633,0.08091179338887598,0.21078807080627573,0.4761440552794078
0.0617052406553366,0.010033368244698245,0.03486404465077637,0.16575312453838312,0.067722152039108,0.010033368244698245,0.12251937523840185,0.16575312453838312,0.008007897620199628,0.015061948173359667,0.010033368244698245,0.03486404465077637,0.16575312453838312,0.42767612883806944
0.030866300394706798,0.007447997028666552,0.028905478454998197,0.12456558832295639,0.030866300394706798,0.007447997028666552,0.07272256602193905,0.12456558832295639,0.01989377019352823,0.029305796626374104,0.007447997028666552,0.028905478454998197,0.12456558832295639,0.379605823161232
0.006869532297127513,0.016906111476221408,0.0017087375307839547,0.0914839544352632,0.006869532297127513,0.016906111476221408,0.023793820811810036,0.09049073649864732,0.0003416791818927669,0.006869532297127513,0.016906111476221408,0.0017087375307839547,0.09049073649864732,0.33210584273378624
0.036720283471426224,0.05020321010909874,0.02360060125691956,0.0701477037568509,0.036720283471426224,0.05020321010909874,0.011238142866826364,0.07029377267861422,0.004131209784062437,0.02021565473477818,0.05020321010909874,0.02360060125691956,0.0701477037568509,0.2854610316276505
0.0017470392952698593,0.017857857453513905,0.03257528148878414,0.07784690010681945,0.0017470392952698593,0.017857857453513905,0.01577306712869296,0.07521437214496754,0.0006696598959667066,0.0017470392952698593,0.017857857453513905,0.03257528148878414,0.07521437214496754,0.2401701696254738
0.04070139521987011,0.0393973815027471,0.037870131633419034,0.1103344948611203,0.04070139521987011,0.0393973815027471,0.057463309207026005,0.10527028709119436,0.012833532282035641,0.04070139521987011,0.0393973815027471,0.037870131633419034,0.10527028709119436,0.19716850706423047
0.08941087222961412,0.04001924669860711,0.03126338253844429,0.14556173138998632,0.08941087222961412,0.04001924669860711,0.08733285408902797,0.14656650348658082,0.009778254936743638,0.07570986291992371,0.04001924669860711,0.03126338253844429,0.14556173138998632,0.15833234027812645
0.08908038592323222,0.010068901963742074,0.05118818315123627,0.18461487628375747,0.13903957915960108,0.010068901963742074,0.040277250444258006,0.1919573919533789,0.01659479491699815,0.07324489799188941,0.010068901963742074,0.05118818315123627,0.18461487628375747,0.12752583964813416
0.08671488889600451,0.013548032971527542,0.09081820254508313,0.2279848403848069,0.11190014229776482,0.013548032971527542,0.002942805635879889,0.23919210443818195,0.03317780185207487,0.04070032263554464,0.013548032971527542,0.09081820254508313,0.2279848403848069,0.11054542474666268
0.06586232566601642,0.001314218072072854,0.13690616061207905,0.27356230828400346,0.06847924463862251,0.001314218072072854,0.011595632838504469,0.2873640292827051,0.03686560702091621,0.010849254024022592,0.001314218072072854,0.13690616061207905,0.27356230828400346,0.11195723142312412
0.03341732847124906,0.02037888602423443,0.18499607145420158,0.32045662703975497,0.0430949190310746,0.02037888602423443,0.048690430586741336,0.3360703911766387,0.0035237291746976354,0.016957800089027305,0.02037888602423443,0.18499607145420158,0.32045662703975497,0.13344414175208646
0.05381068427530517,0.022184037034271017,0.21771777028183828,0.3681692044613772,0.06344239234388718,0.022229761472193577,0.035996741297151094,0.3851084656634398,0.02878971921467656,0.031142156558817375,0.022184037034271017,0.21771777028183828,0.3681692044613772,0.16757164517892995
0.0983588411999657,0.006461665243930517,0.2470773465903722,0.41641887134681155,0.1057955681791011,0.018972074046783763,0.008960482955277361,0.4343659204238759,0.04948974563690159,0.08085192585929293,0.006461665243930517,0.2470773465903722,0.41641887134681155,0.20821424919538462
0.1464695652421548,0.007229286604970235,0.28225882944235253,0.46503848197088343,0.15284131426536549,0.00832085787538982,0.007996559400458523,0.4837757490053788,0.07984748539075326,0.1307831560835782,0.007229286604970235,0.28225882944235253,0.4240966718192191,0.2522421274649112
0.13273916700939423,0.020103152157132157,0.32139209448615486,0.5139230516466616,0.15838802366319812,0.043028106948971113,0.041426330380594255,0.5332910493021803,0.10129816964721765,0.13273916700939423,0.020103152157132157,0.32139209448615486,0.37519348215041637,0.2622112027667589
0.08726760048375728,0.004910157385604302,0.36320202367033994,0.5630035668748938,0.10840573204380874,0.08927197817702197,0.0892525174997508,0.5828851044295599,0.07517482673009408,0.08726760048375728,0.004910157385604302,0.36320202367033994,0.32646940843926486,0.2131509747958291
0.03998204457637655,0.009882332144303885,0.40686427908857414,0.6122329047134687,0.05845373760484936,0.11588546156456819,0.06103976736276417,0.632543078901271,0.03566874967332188,0.03998204457637655,0.009882332144303885,0.40686427908857414,0.27719667322445135,0.16465710205283057
0.009993585556387047,0.003947133695591593,0.4518421994439014,0.661577843427311,0.008695436102402644,0.07181667103667545,0.011706510721751337,0.682251015657685,8.148681530098194e-05,0.006624514131569938,0.003947133695591593,0.4518421994439014,0.22824047986000476,0.11743331919205309
0.05998170462887453,0.0397022168157133,0.49730249054306785,0.71100690806251,0.011781790989951151,0.0397022168157133,0.037626745919261496,0.7319987363827809,0.03488260778401121,0.008580745112434517,0.009804942164141059,0.49730249054306785,0.17985949418017808,0.07392934061588131
0.051251127290407386,0.01920646279670938,0.5425216950504178,0.7605093994242641,0.0017982719806861512,0.004389810177526918,0.04620862947057695,0.7817786462714593,0.055706518142802273,0.0017982719806861512,0.004389810177526918,0.5425216950504178,0.1326844325713309,0.04620306487589617
0.02536448991336157,0.012703598277034666,0.5885149208817235,0.8100730028291905,0.050755085156940105,0.052609169670581386,0.002278596689631424,0.8315849646705292,0.0899989953478787,0.019403684379196828,0.012703598277034666,0.5885149208817235,0.08866160187366832,0.060588052858142075
0.011522651849826591,0.008402052663356804,0.6351140327535413,0.8220490604936327,0.09328704367868418,0.09358836097000015,0.05091411565798442,0.8602606126404944,0.08041030110198269,0.006778376008140573,0.008402052663356804,0.6351140327535413,0.05582652279012151,0.04477298034662942
0.019979224117511064,0.018298251034745295,0.6821948820538847,0.804704530656121,0.11605624378137763,0.12313525412766484,0.09954963462633742,0.8181160710196413,0.03135514827496488,0.00715835349761918,0.018298251034745295,0.6821948820538847,0.010477245029722975,0.03248524610893022
0.030798648118373063,0.0036134937408618564,0.7225228649054285,0.7901481541195386,0.1519782093803777,0.16299018470178023,0.14818515359469045,0.7769037840431936,0.012449750644836489,0.027646904883470984,0.0036134937408618564,0.7225228649054285,0.0005238861816731855,0.001248344903700865
0.014476377642231758,0.0008872717181615464,0.7631244996795717,0.7785363377894076,0.19400317040322704,0.20729039970331123,0.19682202726212447,0.7367802071585893,0.00899693156000417,0.014476377642231758,0.0008872717181615464,0.7631244996795717,0.049147588092321656,0.03953000416615107
0.02406769074558298,0.023557061957299414,0.8044120984103782,0.7700023071774352,0.23911730202255013,0.2537179916939256,0.2457657523244698,0.6979331326571885,0.018875908595918377,0.0061939234640459384,0.023557061957299414,0.8044120984103782,0.09381551785863668,0.002336550299657675
0.023565867316329397,0.0025826950362420296,0.8454679345599332,0.7646491200927431,0.2616629984047566,0.27132350409106165,0.21124597364458822,0.6605878001149444,0.002363888938000661,0.023565867316329397,0.0025826950362420296,0.8454679345599332,0.0818724728970672,0.018943403152142605
0.010680699600321648,0.019412827326399252,0.8874419601692796,0.7528087395836965,0.21184940366732935,0.222959201362684,0.17159431066038638,0.6250134603836378,0.03841708937108229,0.010680699600321648,0.019412827326399252,0.8874419601692796,0.05425807567637452,0.030982561224096834
0.018881324414680236,0.011486587674888318,0.9302098886644612,0.7118224898762476,0.16215059338232699,0.17551400819399476,0.1374260148263514,0.5915251935116326,0.016830751072900742,0.012225974198967949,0.011486587674888318,0.9302098886644612,0.024749664198410685,0.023001358472585054
0.021812732399241395,0.010166401869087368,0.9736671100890733,0.668749550635746,0.11270250254291882,0.12999818718874398,0.11438617874543926,0.5515430351831188,0.005030878770198048,0.021006602505485153,0.009463425583529814,0.9736671100890733,0.02149251776858039,0.011321764618608426
0.044612139676355606,0.020053103449825818,1.017725329138107,0.6239103142083317,0.06367897014915015,0.08940855816083858,0.08653365708258488,0.5133199633357755,0.0454078203003208,0.019893652850973866,0.020053103449825818,1.017725329138107,0.06849962788274076,0.036943603678113855
0.00014677410773974628,0.0031141667335035715,1.062309771144618,0.5799156825570149,0.015569741894504895,0.06393943910015684,0.06111092707632671,0.47727879678347224,0.022653804404058033,0.00014677410773974628,0.0031141667335035715,1.062309771144618,0.11799351558504155,0.08409773096087546
0.021259469172140714,0.021259469172140714,1.1073568775103155,0.5369732931679191,0.031394739195868264,0.0719903706928055,0.07057632044936973,0.44395125290860304,8.900297888839054e-05,0.0017999600936730365,0.0027497388496749643,1.1073568775103155,0.07842127213385694,0.0699115597894875
0.035446263047870276,0.0349694837745751,1.1528124125240253,0.4953568776908562,0.07824108189347483,0.10619310275406171,0.10595984431952701,0.41399321257619687,0.014780348459533323,0.022463277740921467,0.00279124279153531,1.1528124125240253,0.039306235168711526,0.032449057747485154
0.005591696210819267,0.005259361123339747,1.1806012253270757,0.45279024784349103,0.06777423170758212,0.14883493010642718,0.08133179001066541,0.3881855808234047,0.0378560994503598,0.004058039444581182,0.005259361123339747,1.1806012253270757,0.044046161276392014,0.01223606893891271
0.04079072288830862,0.016894384863535686,1.1993725352215834,0.40290341043754957,0.05140487589533465,0.1947073392781758,0.03139830923439206,0.36740401502875597,0.08136608393497803,0.01672610897325645,0.016894384863535686,1.1993725352215834,0.08564548162767309,0.012044444829594795
0.015588976105694426,0.007522196785005534,1.2199056124323335,0.3530485911914241,0.002159348214182179,0.20218070010893924,0.002338237115694819,0.35253847358735024,0.040458023974453416,0.002159348214182179,0.0005134000876994372,1.2199056124323335,0.13229845148759256,0.004454123744510722
0.019167549310769992,0.0025056521574551246,1.2381808092732542,0.3032415824755773,0.0475819043370825,0.15283773224104452,0.04480754298821452,0.3443559792705067,0.005753441307110517,0.012257485388522423,0.0025056521574551246,1.2381808092732542,0.1803116954059988,0.05177628768007858
