AlOH_Group_Content_correlation,Gravmap2016-grid-grv_ir_mean,Gravmap2016-grid-grv_cscba_mean,Opaque_Index_mean,Gravmap2016-grid-grv_cscba_std,MgOH_Group_Content_mean,IntrusionsBndys_UnconformableBndys,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_CSP_Geological boundary,MetamorphicBoundaries_Faults,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,MetamorphicBoundaries_Unconformities,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Unconformable boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,AlOH_Group_Content_mean,Gravmap2016-grid-grv_cscba_correlation,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_correlation,Opaque_Index_correlation,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_dissimilarity,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_dissimilarity,MetamorphicFacies_Benambran_Subgreenschist facies,MetamorphicFacies_Benambran_Upper Greenschist,RockUnits_LAO_Serpentinite,MetamorphicFacies_Benambran_Greenschist facies,RockUnits_LAO_Ultramafic igneous rock,RockUnits_LAO_Sandstone,RockUnits_LAO_Granite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Mudstone,RockUnits_LAO_Igneous rock,RockUnits_LAO_Conglomerate,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Andesite,RockUnits_LAO_Phyllite,RockUnits_LAO_Shale,RockUnits_LAO_Tuff and lapilli tuff,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Rhyolite,RockUnits_LAO_Dacite,RockUnits_LAO_Granodiorite,RockUnits_LAO_Monzonite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Siltstone,label
-0.0350505500686638,116.5036849975586,-207.366455078125,0.0265251994132995,39.75569152832031,0.5702917575836182,0.3074126499702332,0.0172837491969789,0.0103955215472452,0.4168948704279775,43.40869140625,0.4046405288238783,16163.451171875,0.0613988406527691,-31.650897979736328,1.3253333568572998,0.0097652389541139,0.0069941818542987,-0.0814197683755243,-0.0014903129657228,24.592261904761905,80.29761904761904,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0651573205597372,203.39328002929688,-21.328929901123047,2.697612762451172,84.6680908203125,1.188829779624939,0.4137000524740735,0.0016161635941989,0.0115807252193601,0.1650129465815038,43.19161224365234,1.4369048875021786,53228.48828125,0.2136201113429625,-39.68357467651367,9.876343727111816,0.4733870765360808,0.0330868231244224,-0.0024116123620714,-0.0380907321372794,44.88125000000001,65.94375000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0458132278947594,303.2705078125,-125.15877532958984,11.442971229553224,39.5161361694336,0.5066313147544861,0.3559092143122482,0.0037132138043179,0.000227436991967,0.017879674800672,41.45525741577149,0.3448035951713301,5541.3271484375,0.2288531023732269,-31.826723098754883,6.818918704986572,0.5894362438346354,0.0158321209226289,0.0809902831077477,0.0476277481707237,38.223214285714285,67.88392857142857,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0202189580793449,174.0195770263672,-185.88511657714844,0.3076923191547394,38.92137145996094,0.1405835598707199,0.2560287608931789,0.0123622987413458,0.0067212252834442,0.3718732934017879,43.34713745117188,0.3718732934017879,-929.772705078125,0.1447465373970811,-20.298095703125,1.594164490699768,0.1448749298318704,0.0019790158905809,-0.0287545810242402,-0.0105178537487757,33.717261904761905,77.85119047619047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0399258047880767,271.95947265625,-165.94813537597656,16.423999786376953,55.0096435546875,0.5066313147544861,0.396002197224113,0.0005438355281144,0.0009404505926525,0.0146892031588552,47.18817901611328,0.3950728852931576,8305.65625,0.3027750013412541,-21.589881896972656,6.413513660430908,0.8226537746688811,0.0136410471603229,0.0593183412874975,0.0061784326562539,41.2559523809524,73.6279761904762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.032159066446985,91.75511169433594,-229.04714965820312,0.0265251994132995,56.12264633178711,0.2997347414493561,0.3063515122682439,0.0047101166945707,0.0257317700775511,0.4299827558934234,43.97516250610352,0.4184974048539496,19239.4375,0.036202322797029,-34.71398162841797,1.3519999980926514,0.5021483851217445,0.0001636872357473,0.012509366355536,-0.0015898251192368,25.50892857142857,72.82738095238098,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.037113483376957,282.1828918457031,-120.89491271972656,21.226415634155277,55.99753189086914,0.0,0.4191731451138261,0.006188683071427,0.0001133047116221,0.0276843996142795,47.9949836730957,0.4072427445931567,9704.6376953125,0.3226890857202779,-26.23780632019043,6.301075458526611,0.7363693580707553,0.0031328800354089,0.0703795100586747,0.0196708684527003,34.342261904761905,74.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0245941767222847,237.522705078125,66.3133773803711,0.8938992023468018,22.35184860229492,2.114058256149292,0.7096109409215949,0.0051042552660412,0.0008232846168996,0.5438352762284867,39.94142150878906,2.4854860784658594,13907.5859375,0.7096109409215949,-41.22725677490234,19.087533950805664,0.2038230388485013,0.0714983584219833,0.0845633703107146,-0.0074594522890544,60.94940476190474,63.07440476190475,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0724991948579697,208.20291137695312,-15.001805305480955,4.228116512298584,80.14448547363281,1.545212745666504,0.4517215990898077,0.0074154223423159,0.0003149936481374,0.1614371336545342,41.26215362548828,1.3566406675974567,49096.12890625,0.2400412429150736,-40.1226921081543,12.991891860961914,0.4069664892697215,0.03831060656002,-0.0428698276622172,-0.0462512683608813,57.55952380952381,66.05357142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0459970592541774,112.81217193603516,-207.1106109619141,0.0,38.12713241577149,1.3289124965667725,0.3317282932785314,0.0006426737149239,0.0017526684785281,0.4504562478849221,47.38657760620117,0.4382002851145928,13440.8154296875,0.0791833646565599,-29.035295486450195,2.1063830852508545,0.0350860036948533,0.011961624180379,-0.1456678190994611,1.0,24.824404761904763,85.68749999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
