X,Y
147.1,-35.89999999999994
147.2,-35.89999999999994
147.29999999999998,-35.89999999999994
147.39999999999998,-35.89999999999994
147.49999999999997,-35.89999999999994
147.59999999999997,-35.89999999999994
147.69999999999996,-35.89999999999994
147.79999999999995,-35.89999999999994
147.89999999999995,-35.89999999999994
147.99999999999994,-35.89999999999994
148.09999999999994,-35.89999999999994
148.19999999999993,-35.89999999999994
148.29999999999993,-35.89999999999994
148.39999999999992,-35.89999999999994
148.5999999999999,-35.89999999999994
148.6999999999999,-35.89999999999994
148.7999999999999,-35.89999999999994
148.8999999999999,-35.89999999999994
148.9999999999999,-35.89999999999994
149.09999999999988,-35.89999999999994
149.19999999999987,-35.89999999999994
149.29999999999987,-35.89999999999994
149.39999999999986,-35.89999999999994
149.49999999999986,-35.89999999999994
149.59999999999985,-35.89999999999994
149.69999999999985,-35.89999999999994
149.79999999999984,-35.89999999999994
149.89999999999984,-35.89999999999994
147.1,-35.79999999999994
147.2,-35.79999999999994
147.29999999999998,-35.79999999999994
147.39999999999998,-35.79999999999994
147.49999999999997,-35.79999999999994
147.59999999999997,-35.79999999999994
147.69999999999996,-35.79999999999994
147.79999999999995,-35.79999999999994
147.89999999999995,-35.79999999999994
147.99999999999994,-35.79999999999994
148.09999999999994,-35.79999999999994
148.19999999999993,-35.79999999999994
148.29999999999993,-35.79999999999994
148.39999999999992,-35.79999999999994
148.6999999999999,-35.79999999999994
148.7999999999999,-35.79999999999994
148.8999999999999,-35.79999999999994
148.9999999999999,-35.79999999999994
149.09999999999988,-35.79999999999994
149.19999999999987,-35.79999999999994
149.29999999999987,-35.79999999999994
149.39999999999986,-35.79999999999994
149.49999999999986,-35.79999999999994
149.59999999999985,-35.79999999999994
149.69999999999985,-35.79999999999994
149.79999999999984,-35.79999999999994
147.1,-35.69999999999994
147.2,-35.69999999999994
147.29999999999998,-35.69999999999994
147.39999999999998,-35.69999999999994
147.49999999999997,-35.69999999999994
147.59999999999997,-35.69999999999994
147.69999999999996,-35.69999999999994
147.79999999999995,-35.69999999999994
147.89999999999995,-35.69999999999994
147.99999999999994,-35.69999999999994
148.09999999999994,-35.69999999999994
148.19999999999993,-35.69999999999994
148.29999999999993,-35.69999999999994
148.39999999999992,-35.69999999999994
148.6999999999999,-35.69999999999994
148.7999999999999,-35.69999999999994
148.8999999999999,-35.69999999999994
148.9999999999999,-35.69999999999994
149.09999999999988,-35.69999999999994
149.19999999999987,-35.69999999999994
149.29999999999987,-35.69999999999994
149.39999999999986,-35.69999999999994
149.49999999999986,-35.69999999999994
149.59999999999985,-35.69999999999994
149.69999999999985,-35.69999999999994
149.79999999999984,-35.69999999999994
149.89999999999984,-35.69999999999994
147.1,-35.59999999999994
147.2,-35.59999999999994
147.29999999999998,-35.59999999999994
147.39999999999998,-35.59999999999994
147.49999999999997,-35.59999999999994
147.59999999999997,-35.59999999999994
147.69999999999996,-35.59999999999994
147.79999999999995,-35.59999999999994
147.89999999999995,-35.59999999999994
147.99999999999994,-35.59999999999994
148.09999999999994,-35.59999999999994
148.19999999999993,-35.59999999999994
148.29999999999993,-35.59999999999994
148.39999999999992,-35.59999999999994
148.49999999999991,-35.59999999999994
148.5999999999999,-35.59999999999994
148.6999999999999,-35.59999999999994
148.7999999999999,-35.59999999999994
148.8999999999999,-35.59999999999994
148.9999999999999,-35.59999999999994
149.09999999999988,-35.59999999999994
149.19999999999987,-35.59999999999994
149.29999999999987,-35.59999999999994
149.39999999999986,-35.59999999999994
149.49999999999986,-35.59999999999994
149.59999999999985,-35.59999999999994
149.69999999999985,-35.59999999999994
149.79999999999984,-35.59999999999994
149.89999999999984,-35.59999999999994
147.1,-35.499999999999936
147.2,-35.499999999999936
147.29999999999998,-35.499999999999936
147.39999999999998,-35.499999999999936
147.49999999999997,-35.499999999999936
147.59999999999997,-35.499999999999936
147.69999999999996,-35.499999999999936
147.79999999999995,-35.499999999999936
147.89999999999995,-35.499999999999936
147.99999999999994,-35.499999999999936
148.09999999999994,-35.499999999999936
148.19999999999993,-35.499999999999936
148.29999999999993,-35.499999999999936
148.39999999999992,-35.499999999999936
148.49999999999991,-35.499999999999936
148.5999999999999,-35.499999999999936
148.6999999999999,-35.499999999999936
148.7999999999999,-35.499999999999936
148.8999999999999,-35.499999999999936
148.9999999999999,-35.499999999999936
149.09999999999988,-35.499999999999936
149.19999999999987,-35.499999999999936
149.29999999999987,-35.499999999999936
149.39999999999986,-35.499999999999936
149.49999999999986,-35.499999999999936
149.59999999999985,-35.499999999999936
149.69999999999985,-35.499999999999936
149.79999999999984,-35.499999999999936
149.89999999999984,-35.499999999999936
147.1,-35.399999999999935
147.2,-35.399999999999935
147.29999999999998,-35.399999999999935
147.39999999999998,-35.399999999999935
147.49999999999997,-35.399999999999935
147.59999999999997,-35.399999999999935
147.69999999999996,-35.399999999999935
147.79999999999995,-35.399999999999935
147.89999999999995,-35.399999999999935
147.99999999999994,-35.399999999999935
148.09999999999994,-35.399999999999935
148.19999999999993,-35.399999999999935
148.29999999999993,-35.399999999999935
148.39999999999992,-35.399999999999935
148.49999999999991,-35.399999999999935
148.5999999999999,-35.399999999999935
148.6999999999999,-35.399999999999935
148.7999999999999,-35.399999999999935
148.8999999999999,-35.399999999999935
148.9999999999999,-35.399999999999935
149.09999999999988,-35.399999999999935
149.19999999999987,-35.399999999999935
149.29999999999987,-35.399999999999935
149.39999999999986,-35.399999999999935
149.49999999999986,-35.399999999999935
149.59999999999985,-35.399999999999935
149.69999999999985,-35.399999999999935
149.79999999999984,-35.399999999999935
149.89999999999984,-35.399999999999935
147.1,-35.29999999999993
147.2,-35.29999999999993
147.29999999999998,-35.29999999999993
147.39999999999998,-35.29999999999993
147.49999999999997,-35.29999999999993
147.59999999999997,-35.29999999999993
147.69999999999996,-35.29999999999993
147.79999999999995,-35.29999999999993
147.89999999999995,-35.29999999999993
147.99999999999994,-35.29999999999993
