IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
2.7,1.31,5.25,2.89,0.07,0.57,1.19,4.86,4.39,0.57,3.74,0.3,3.48,4.32,1.27,5.54,2.87,3.84,0.06,3.81,5.1,3.02,0.98,0.01,3.74,1.29,5.03,5.13,4.44,0.76,4.07,2.75,0.14,3.13,2.78,0.01,0.92,4.93
0.37,5.07,9.15,6.2,0.77,0.24,0.24,8.86,8.38,0.24,0.09,0.24,2.37,1.55,5.03,9.53,6.87,0.95,1.01,2.27,2.91,2.14,4.86,0.0,0.06,0.02,2.78,2.67,2.31,1.93,2.43,1.84,0.39,2.07,1.87,0.76,0.06,2.83
1.1,2.49,6.56,4.09,0.05,1.32,0.08,6.28,5.8,1.34,2.11,0.42,1.97,2.7,2.45,6.95,4.3,2.21,0.04,2.29,3.66,1.69,2.29,0.01,2.11,0.36,3.53,3.66,2.96,0.12,2.75,1.64,0.11,1.58,1.75,0.05,0.36,3.41
0.37,5.53,8.79,4.39,0.15,0.02,0.02,8.73,7.79,0.14,1.77,0.14,0.36,1.77,5.47,9.19,4.49,2.09,0.18,0.03,0.14,0.14,3.26,0.01,1.77,0.02,0.05,0.0,0.14,0.02,0.14,0.01,0.28,0.04,0.14,3.57,0.15,0.14
5.12,1.78,3.17,0.48,0.29,0.09,3.0,2.5,1.95,0.09,6.1,0.09,5.67,6.67,1.7,3.15,0.46,6.24,0.28,6.02,7.0,4.36,1.43,0.0,6.1,3.35,7.16,7.19,6.34,0.05,5.83,4.25,0.48,1.32,4.26,0.05,1.26,7.01
0.86,2.79,6.76,3.79,0.63,1.02,0.36,6.55,5.97,2.02,1.62,0.42,1.29,2.18,2.74,7.21,4.61,1.85,0.62,1.62,2.96,0.98,2.54,0.01,1.62,0.05,2.85,2.98,2.28,0.05,2.04,0.93,0.45,0.95,1.04,0.34,0.05,2.74
5.51,3.48,3.44,0.46,0.03,0.16,2.82,2.65,1.35,0.52,7.29,0.02,6.5,7.8,3.66,3.22,0.77,7.8,0.03,5.64,5.52,2.5,0.12,0.0,5.11,3.8,6.27,6.32,5.14,0.0,4.79,2.42,0.65,0.93,2.51,4.85,1.94,5.74
7.81,0.09,0.15,1.33,2.63,0.49,1.63,0.49,0.31,0.52,8.93,0.49,8.4,9.49,0.08,0.14,1.37,9.17,2.62,8.63,9.09,6.18,0.0,0.0,8.93,5.8,9.67,9.69,8.47,0.47,8.05,6.12,0.78,0.35,6.17,3.0,3.95,9.33
6.05,5.43,5.4,0.73,0.04,0.2,1.79,4.46,2.52,0.24,7.83,0.22,7.01,8.17,5.74,5.22,1.37,8.31,0.23,5.35,5.24,1.99,0.13,0.13,4.57,4.81,6.01,6.03,4.99,0.02,4.34,1.96,0.41,2.04,2.41,6.58,2.21,5.45
0.26,4.23,8.22,4.99,0.92,0.18,0.05,8.0,7.43,1.15,0.34,0.79,1.13,0.93,4.17,8.67,6.05,0.4,0.92,1.13,2.34,1.1,3.99,0.03,0.34,0.05,2.08,2.13,1.53,0.87,1.61,0.77,0.38,0.82,0.85,0.95,0.04,2.02
2.21,3.58,5.61,0.91,0.42,0.96,0.19,5.48,4.44,1.94,4.02,0.63,3.21,4.48,3.53,5.78,1.81,4.52,0.42,2.49,2.37,0.11,0.37,0.01,2.37,1.14,3.06,3.13,1.86,0.05,1.49,0.01,0.67,0.31,0.05,3.06,0.05,2.6
0.04,3.84,7.86,4.79,0.99,0.06,0.04,7.62,7.08,1.51,0.75,0.38,1.21,1.35,3.79,8.29,5.66,0.8,0.99,1.33,2.72,1.17,3.65,0.01,0.75,0.0,2.44,2.52,1.88,0.52,1.93,0.96,0.03,0.77,1.16,0.62,0.04,2.33
0.74,4.35,8.42,5.98,0.01,0.13,0.35,8.07,7.56,0.45,1.17,0.22,2.67,2.37,4.31,8.74,6.05,1.63,0.01,2.76,3.81,2.63,4.1,0.0,1.16,0.22,3.61,3.59,3.09,1.69,3.21,2.4,0.03,2.24,2.47,0.01,0.82,3.62
6.11,2.4,2.35,0.01,0.12,0.43,2.59,1.6,0.58,0.04,7.83,0.04,7.06,8.37,2.61,2.14,0.01,8.35,0.11,6.51,6.39,3.43,0.05,0.02,6.07,4.25,7.13,7.18,5.96,0.0,5.6,3.35,0.54,0.24,3.44,4.52,2.87,6.61
9.09,0.06,0.3,1.02,3.0,1.86,0.18,0.19,0.1,0.19,10.58,1.86,9.9,11.13,0.05,0.79,1.3,10.97,3.31,9.95,9.85,7.06,0.1,0.01,9.68,7.02,10.54,10.61,9.33,1.86,8.94,6.96,1.09,0.12,7.04,5.46,6.0,10.08
8.88,0.11,0.06,0.09,3.41,1.99,1.54,0.98,0.16,0.98,10.18,1.99,9.59,10.74,0.06,0.25,0.09,10.49,3.51,9.73,9.93,7.03,0.1,0.1,9.9,6.81,10.56,10.65,9.35,1.99,8.95,6.94,1.59,1.25,7.01,4.53,5.31,10.17
3.94,0.79,4.02,1.61,0.23,0.55,1.86,3.57,3.1,0.55,4.91,0.46,4.5,5.48,0.73,4.25,1.59,5.05,0.22,4.84,5.99,3.54,0.62,0.0,4.91,2.18,6.0,6.06,5.34,0.59,4.78,3.23,0.24,2.5,3.24,0.01,0.4,5.88
0.28,3.87,7.47,3.62,0.29,0.56,0.19,7.35,6.57,1.92,1.07,1.01,0.27,1.57,3.81,7.99,4.69,1.58,0.24,0.42,1.49,0.44,3.24,0.01,1.07,0.12,1.48,1.53,0.87,0.46,0.5,0.01,0.98,0.17,0.26,1.84,0.03,1.35
4.04,1.31,4.27,1.65,0.69,0.02,2.23,3.67,3.11,0.02,5.09,0.02,4.76,5.66,1.25,4.3,1.63,5.19,0.68,5.11,6.34,4.05,1.05,0.0,5.09,2.49,6.3,6.38,5.69,1.11,5.18,3.66,0.14,2.48,3.68,0.0,0.94,6.2
1.76,2.07,6.13,3.81,0.0,0.76,0.79,5.78,5.33,0.76,2.85,0.01,2.74,3.45,2.03,6.46,3.79,2.92,0.01,3.05,4.41,2.43,1.81,0.0,2.85,0.91,4.29,4.43,3.73,0.65,3.48,2.38,0.48,2.35,2.49,0.0,0.88,4.18
1.3,5.15,8.1,3.55,0.25,0.33,0.33,8.04,7.05,0.33,2.51,0.33,1.29,2.54,5.09,8.4,3.54,2.82,0.24,0.21,0.11,0.19,2.31,0.01,1.53,0.84,0.48,0.59,0.33,0.04,0.33,0.01,0.04,0.78,0.33,3.68,0.78,0.29
3.0,5.71,7.72,2.99,0.03,0.07,0.07,7.33,6.07,0.07,4.39,0.07,3.1,4.47,5.66,7.68,1.79,4.74,0.06,1.28,1.2,0.07,1.31,0.02,0.45,2.74,1.95,1.95,0.9,0.03,0.22,0.02,1.36,1.09,0.07,4.96,1.05,1.41
4.54,5.55,5.76,1.19,0.01,0.15,0.49,4.99,3.47,0.15,6.31,0.02,5.47,6.63,5.5,5.54,0.94,6.78,0.44,3.85,3.73,0.52,0.42,0.0,3.11,3.47,4.5,4.53,3.49,0.01,2.91,0.49,0.89,0.74,0.91,5.34,0.78,3.94
5.37,5.24,5.21,1.29,0.06,0.06,1.33,4.33,2.63,0.06,7.16,0.06,6.36,7.53,5.46,5.0,1.29,7.65,0.17,4.81,4.69,1.46,0.02,0.03,4.07,4.1,5.46,5.49,4.45,0.05,3.86,1.44,1.06,1.63,1.87,5.88,1.53,4.9
0.12,3.86,7.86,4.71,0.83,0.03,0.06,7.64,7.07,1.51,0.64,0.44,1.05,1.24,3.81,8.31,5.69,0.76,0.83,1.17,2.57,1.02,3.64,0.02,0.64,0.02,2.29,2.39,1.74,0.51,1.77,0.79,0.07,0.63,1.0,0.75,0.07,2.18
6.64,0.93,0.83,0.55,0.91,0.38,0.91,0.38,0.63,1.05,8.14,0.38,7.45,8.68,0.83,0.91,0.53,8.55,0.98,7.49,7.48,4.63,0.02,0.01,7.39,4.56,8.15,8.22,6.93,0.35,6.53,4.54,0.06,0.23,4.62,3.38,3.78,7.71
4.95,1.43,2.9,0.53,0.12,0.18,2.66,2.45,2.02,0.75,5.86,0.75,5.38,6.43,1.33,3.12,0.51,6.07,0.13,5.7,6.51,3.79,1.22,0.0,5.86,3.02,6.81,6.81,5.85,0.02,5.36,3.71,0.32,1.57,3.79,0.17,0.87,6.61
7.28,1.53,1.44,0.07,0.26,0.34,1.98,0.51,0.34,0.34,8.98,0.34,8.21,9.51,2.06,1.32,0.05,9.49,1.13,7.73,7.61,4.64,0.16,0.01,7.28,5.38,8.35,8.4,7.18,0.03,6.82,4.56,0.02,0.02,4.66,5.1,4.08,7.84
5.59,2.04,1.84,0.08,0.44,0.24,2.39,1.43,1.0,1.11,6.71,0.03,6.17,7.28,2.02,2.11,0.13,6.98,0.43,6.39,6.95,4.08,0.52,0.02,6.71,3.61,7.48,7.47,6.31,0.08,5.89,4.01,0.8,0.66,4.07,1.23,1.79,7.19
2.78,0.95,4.99,2.67,0.27,0.38,0.93,4.64,4.19,0.93,3.75,0.07,3.39,4.32,0.91,5.32,2.65,3.89,0.26,3.73,4.96,2.76,0.67,0.01,3.75,1.12,4.92,5.0,4.31,0.38,3.86,2.44,0.23,2.84,2.46,0.02,0.54,4.82
7.03,3.28,3.19,0.02,0.33,0.16,3.74,2.23,0.22,0.16,8.82,0.16,8.02,9.33,3.82,3.06,0.0,9.33,0.45,6.99,6.86,3.82,0.11,0.07,6.35,5.35,7.63,7.67,6.54,0.01,6.15,3.77,0.06,0.01,3.87,6.09,3.33,7.08
5.56,2.03,1.49,0.05,0.58,0.03,2.05,1.27,0.72,1.27,6.82,0.22,6.23,7.38,2.01,1.93,0.07,7.14,0.57,6.39,6.78,3.87,0.35,0.01,6.82,3.51,7.36,7.42,6.16,0.05,5.75,3.81,0.5,0.41,3.86,1.64,2.1,7.02
1.35,3.58,7.62,5.2,0.31,0.19,0.41,7.22,6.67,0.19,1.94,0.19,2.84,2.93,3.54,7.87,5.18,2.22,0.3,3.03,4.37,2.71,3.31,0.01,1.92,1.04,4.12,4.16,3.57,1.38,3.63,2.62,0.43,2.37,2.74,0.01,1.45,4.04
7.24,1.9,1.81,0.09,0.13,0.29,2.38,0.87,0.29,0.29,8.97,0.29,8.19,9.5,2.47,1.69,0.07,9.48,0.8,7.59,7.46,4.47,0.48,0.0,7.09,5.38,8.21,8.26,7.06,0.08,6.7,4.38,0.08,0.02,4.48,5.34,3.9,7.69
0.54,4.23,7.44,3.18,0.28,0.28,0.24,7.38,6.45,1.3,1.9,1.3,1.03,2.18,4.17,7.89,3.85,2.34,0.37,0.63,1.11,0.01,2.41,0.0,1.9,0.28,1.33,1.3,0.48,0.03,0.14,0.0,0.43,0.15,0.16,2.68,0.2,1.01
9.76,0.04,0.29,1.04,4.11,2.76,1.25,0.02,0.02,0.02,11.11,2.76,10.5,11.67,0.23,0.28,1.04,11.43,4.21,10.61,10.71,7.84,0.35,0.0,10.62,7.68,11.37,11.45,10.15,2.76,9.75,7.75,2.36,1.38,7.82,5.52,6.28,10.95
8.26,0.21,0.15,0.54,1.63,0.69,1.29,0.19,0.19,0.19,9.87,0.69,9.14,10.42,1.03,0.07,1.1,10.35,2.35,8.93,8.8,5.9,0.34,0.0,8.54,6.25,9.52,9.59,8.33,0.68,7.95,5.82,0.28,0.07,5.92,5.31,5.33,9.03
6.06,2.29,2.24,0.01,0.06,0.41,2.44,1.55,0.55,0.03,7.78,0.06,7.01,8.31,2.46,2.02,0.08,8.29,0.09,6.53,6.4,3.47,0.15,0.0,6.11,4.18,7.14,7.2,5.96,0.01,5.6,3.39,0.56,0.22,3.49,4.35,2.91,6.63
0.66,3.0,6.99,4.02,0.64,0.79,0.41,6.77,6.21,1.94,1.44,0.33,1.23,2.01,2.95,7.44,4.82,1.63,0.63,1.54,2.92,0.97,2.78,0.01,1.44,0.07,2.78,2.92,2.21,0.07,2.03,0.94,0.46,0.83,1.03,0.3,0.07,2.66
5.85,5.14,5.12,0.88,0.0,0.03,1.76,4.19,2.33,0.43,7.64,0.11,6.84,8.01,5.43,4.92,1.37,8.13,0.06,5.27,5.16,1.92,0.13,0.09,4.52,4.54,5.93,5.96,4.92,0.0,4.3,1.9,0.64,1.84,2.33,6.28,2.01,5.37
9.25,0.01,0.05,0.51,3.96,2.07,2.11,0.49,0.08,0.49,10.46,2.07,9.9,11.02,0.0,0.14,0.51,10.72,4.08,10.08,10.4,7.48,0.36,0.09,10.42,7.19,11.01,11.1,9.8,2.06,9.39,7.4,1.88,1.11,7.47,4.58,5.51,10.63
0.06,6.1,9.56,5.27,0.49,0.28,0.28,9.48,8.59,0.28,1.24,0.28,0.05,1.33,6.04,10.02,5.39,1.72,0.99,0.27,0.28,0.28,4.18,0.01,1.24,0.06,0.28,0.28,0.11,0.89,0.28,0.01,1.16,0.19,0.28,3.73,0.18,0.28
4.22,2.64,2.91,0.36,0.06,0.09,2.19,2.82,1.82,1.08,5.81,0.59,5.08,6.36,2.56,3.23,0.54,6.31,0.23,5.07,5.05,2.17,0.5,0.01,5.04,2.19,5.7,5.78,4.48,0.0,4.08,2.08,0.45,0.5,2.16,2.58,1.87,5.28
5.66,4.03,4.0,1.08,0.01,0.56,2.4,3.13,1.55,0.91,7.46,0.06,6.66,7.94,4.28,3.8,1.05,7.97,0.01,5.54,5.41,2.42,0.26,0.02,4.91,4.08,6.18,6.22,5.09,0.0,4.71,2.33,0.63,1.14,2.43,5.44,1.9,5.63
6.14,2.64,2.61,0.06,0.03,0.48,2.87,1.77,0.64,0.18,7.89,0.01,7.11,8.42,2.9,2.4,0.06,8.4,0.11,6.44,6.32,3.33,0.0,0.0,5.95,4.33,7.07,7.12,5.92,0.01,5.56,3.24,0.39,0.31,3.34,4.79,2.76,6.54
6.07,3.01,2.99,0.15,0.03,0.55,3.26,2.11,0.75,0.17,7.84,0.03,7.05,8.36,3.29,2.79,0.36,8.35,0.03,6.25,6.12,3.11,0.02,0.03,5.71,4.31,6.88,6.93,5.75,0.03,5.39,3.02,0.61,0.37,3.12,5.03,2.54,6.35
0.98,3.3,7.37,5.05,0.07,0.62,0.37,7.02,6.54,0.62,1.84,0.62,2.42,2.66,3.26,7.69,5.03,1.99,0.06,2.64,4.06,2.27,3.05,0.01,1.81,0.73,3.8,3.87,3.25,0.92,3.26,2.2,0.32,1.96,2.3,0.03,1.01,3.69
6.26,1.53,1.4,0.02,0.28,0.9,1.46,0.91,0.13,0.48,7.84,0.01,7.12,8.39,1.42,1.21,0.0,8.31,0.41,7.07,6.94,4.17,0.05,0.02,6.79,4.22,7.63,7.7,6.42,0.01,6.03,4.07,0.03,0.0,4.15,3.57,3.57,7.17
2.54,3.0,4.86,0.37,0.0,0.68,0.37,4.76,3.75,2.55,4.31,0.09,3.52,4.83,2.95,5.1,1.48,4.82,0.01,3.21,3.09,0.37,0.08,0.0,3.13,0.89,3.75,3.83,2.54,0.0,2.14,0.23,1.43,0.93,0.37,2.7,0.13,3.33
3.43,3.09,4.1,0.13,0.11,0.02,1.25,3.91,2.88,1.9,5.17,0.23,4.39,5.7,3.03,4.22,0.74,5.68,0.12,4.06,3.93,1.26,0.12,0.0,3.85,1.63,4.62,4.69,3.41,0.0,3.02,1.14,1.53,1.53,1.24,3.13,0.66,4.16
9.16,0.15,0.38,0.92,3.14,1.94,0.23,0.19,0.19,0.19,10.63,1.94,9.96,11.18,0.14,0.79,1.33,11.01,3.41,10.01,9.95,7.14,0.04,0.01,9.78,7.08,10.63,10.71,9.42,1.94,9.02,7.04,1.25,0.28,7.12,5.44,6.01,10.18
8.95,0.04,0.14,0.21,3.44,2.02,1.48,0.87,0.21,0.87,10.26,2.02,9.66,10.82,0.15,0.18,0.2,10.57,3.54,9.79,9.98,7.08,0.12,0.09,9.93,6.87,10.61,10.7,9.4,2.02,9.0,6.99,1.68,1.37,7.06,4.63,5.41,10.21
2.09,2.23,4.86,1.13,0.02,0.03,0.11,4.79,3.88,3.18,3.71,0.0,2.96,4.25,2.17,5.35,2.28,4.22,0.0,2.95,3.23,0.48,0.9,0.0,3.54,0.11,3.78,3.88,2.58,0.0,2.16,0.42,1.82,1.16,0.51,1.78,0.11,3.47
2.95,2.27,4.08,0.71,0.0,0.69,0.98,4.01,3.05,2.31,4.58,0.0,3.83,5.12,2.22,4.49,1.55,5.09,0.09,3.81,3.88,0.96,0.46,0.01,4.01,0.98,4.49,4.58,3.28,0.0,2.87,0.89,1.52,1.77,0.95,2.28,0.65,4.11
1.78,2.66,6.66,4.21,0.17,0.19,1.17,6.23,5.69,0.19,2.76,0.0,3.04,3.52,2.63,6.89,4.19,2.88,0.16,3.32,4.73,2.8,2.37,0.05,2.73,1.5,4.56,4.69,3.98,1.23,3.86,2.76,0.82,2.61,2.86,0.06,1.5,4.42
5.28,2.27,1.93,0.05,0.21,0.11,2.29,1.75,0.75,0.12,6.84,0.23,6.12,7.38,2.22,2.16,0.23,7.3,0.21,6.14,6.1,3.25,0.07,0.01,6.04,3.23,6.76,6.84,5.55,0.05,5.15,3.15,0.04,0.04,3.23,2.78,2.83,6.33
0.61,3.84,7.92,5.38,0.5,0.21,0.2,7.6,7.14,0.85,1.21,0.33,2.19,2.15,3.8,8.27,5.61,1.44,0.57,2.33,3.6,2.12,3.61,0.0,1.18,0.33,3.35,3.38,2.81,1.09,2.89,1.96,0.25,1.74,2.12,0.01,0.68,3.3
3.63,5.52,6.84,2.18,0.02,0.08,0.08,6.19,4.81,0.08,5.28,0.08,4.29,5.49,5.47,6.62,0.51,5.71,0.0,2.5,2.41,0.08,1.0,0.04,1.73,3.1,3.17,3.19,2.15,0.02,1.52,0.04,1.51,0.27,0.23,5.02,0.88,2.61
7.41,5.15,5.06,0.0,0.1,0.07,3.22,4.1,2.0,0.07,9.21,0.07,8.41,9.58,5.72,4.93,0.37,9.7,0.07,6.78,6.68,3.42,0.19,0.05,6.0,6.04,7.45,7.46,6.43,0.0,5.76,3.4,0.12,1.44,3.85,7.55,3.58,6.89
3.69,1.22,4.55,1.98,0.48,0.11,1.96,4.0,3.46,0.11,4.74,0.11,4.44,5.32,1.18,4.65,1.96,4.83,0.47,4.78,6.03,3.81,0.89,0.0,4.74,2.19,5.98,6.07,5.38,1.13,4.92,3.43,0.32,2.82,3.45,0.11,0.93,5.88
4.55,1.27,2.78,0.63,0.02,0.05,2.34,2.49,2.0,1.39,5.64,0.99,5.09,6.2,1.15,3.16,0.61,5.91,0.06,5.34,6.01,3.22,0.93,0.0,5.64,2.64,6.44,6.42,5.35,0.02,4.9,3.14,0.69,1.33,3.21,0.57,0.81,6.2
8.86,0.05,0.21,0.99,2.72,1.62,0.41,0.29,0.06,0.29,10.38,1.62,9.68,10.92,0.1,0.69,1.15,10.77,3.06,9.72,9.6,6.79,0.02,0.01,9.41,6.8,10.29,10.36,9.08,1.62,8.69,6.7,0.82,0.02,6.8,5.35,5.85,9.83
3.69,0.5,3.62,1.51,0.08,0.47,1.45,3.38,2.85,1.63,4.73,0.56,4.19,5.3,0.41,4.04,1.49,5.02,0.07,4.46,5.24,2.58,0.1,0.0,4.73,1.85,5.57,5.56,4.58,0.0,4.09,2.51,0.23,1.97,2.52,0.47,0.54,5.35
7.17,5.44,5.36,0.31,0.02,0.11,2.88,4.39,2.29,0.11,8.96,0.11,8.14,9.3,5.94,5.22,0.68,9.44,0.07,6.44,6.35,3.1,0.22,0.01,5.65,5.87,7.11,7.13,6.09,0.02,5.4,3.07,0.18,1.73,3.53,7.54,3.33,6.55
1.12,4.35,7.21,2.7,0.05,1.0,0.97,7.14,6.17,1.0,2.63,1.0,1.75,2.88,4.29,7.53,3.12,3.07,0.06,1.0,0.85,0.42,1.7,0.02,1.63,1.02,1.37,1.46,0.19,0.05,0.25,0.02,0.08,0.62,0.7,3.18,0.15,1.09
1.52,4.2,6.76,2.13,0.21,1.31,1.31,6.68,5.65,1.31,3.19,1.31,2.33,3.49,4.14,7.0,2.57,3.65,0.2,1.31,1.18,1.04,1.1,0.02,1.52,1.45,1.84,1.92,0.64,0.0,0.28,0.02,0.0,1.02,1.13,3.36,0.0,1.42
7.88,0.1,0.09,1.22,2.72,0.59,1.56,0.5,0.2,0.5,9.01,0.59,8.47,9.57,0.08,0.08,1.25,9.25,2.71,8.69,9.14,6.23,0.0,0.03,9.01,5.86,9.72,9.75,8.52,0.58,8.1,6.16,0.75,0.24,6.22,3.1,4.03,9.38
1.92,4.07,6.32,1.62,0.49,1.34,0.74,6.18,5.16,1.62,3.67,1.35,2.85,4.02,4.01,6.49,2.16,4.15,0.49,1.78,1.65,0.71,0.65,0.06,1.7,1.51,2.36,2.43,1.19,0.04,0.83,0.06,0.21,0.57,0.72,3.37,0.21,1.88
2.19,4.98,7.29,2.55,0.01,0.69,0.69,7.08,6.02,0.69,3.68,0.69,2.67,3.85,4.92,7.39,2.15,4.09,0.06,0.98,0.85,0.5,1.0,0.0,0.73,2.07,1.63,1.66,0.63,0.01,0.31,0.0,0.61,0.95,0.69,4.16,0.37,1.07
0.28,3.63,7.39,3.79,0.1,0.98,0.24,7.24,6.54,2.07,0.91,0.64,0.27,1.46,3.58,7.89,4.9,1.42,0.09,0.6,1.87,0.07,3.17,0.01,0.91,0.1,1.78,1.89,1.19,0.16,0.96,0.01,0.82,0.08,0.04,1.37,0.05,1.68
8.68,0.01,0.01,0.08,3.26,1.81,1.39,0.95,0.17,0.95,9.97,1.81,9.38,10.53,0.06,0.28,0.08,10.26,3.37,9.52,9.75,6.84,0.02,0.02,9.74,6.61,10.38,10.47,9.17,1.81,8.76,6.76,1.37,1.03,6.83,4.3,5.09,9.99
10.26,0.25,0.68,1.62,5.03,2.8,2.99,0.08,0.08,0.08,11.38,2.8,10.86,11.95,0.21,1.04,1.61,11.6,5.05,11.08,11.47,8.55,0.0,0.01,11.38,8.23,12.07,12.13,10.86,2.8,10.45,8.48,2.93,1.92,8.54,5.34,6.39,11.71
0.67,4.84,8.16,3.87,0.04,0.02,0.02,8.09,7.17,0.79,1.63,0.79,0.67,1.69,4.79,8.61,4.3,1.95,0.02,0.09,0.5,0.37,2.94,0.0,1.63,0.02,0.61,0.58,0.06,0.02,0.65,0.0,0.38,0.0,0.67,2.99,0.04,0.34
0.52,3.13,7.14,4.17,0.65,0.67,0.51,6.91,6.36,1.87,1.33,0.27,1.23,1.91,3.08,7.57,4.95,1.49,0.64,1.51,2.91,1.02,2.93,0.0,1.33,0.07,2.76,2.9,2.18,0.01,2.06,0.97,0.33,0.8,1.07,0.27,0.01,2.63
6.51,1.89,1.85,0.02,0.3,0.87,2.12,1.09,0.09,0.02,8.21,0.09,7.44,8.74,2.16,1.65,0.03,8.72,0.54,7.0,6.87,3.93,0.15,0.14,6.57,4.61,7.6,7.66,6.43,0.02,6.06,3.85,0.11,0.03,3.95,4.54,3.37,7.1
9.75,0.14,0.36,0.96,4.14,2.77,1.37,0.08,0.07,0.08,11.09,2.77,10.48,11.65,0.16,0.36,0.96,11.4,4.24,10.6,10.73,7.85,0.21,0.0,10.65,7.67,11.38,11.46,10.17,2.77,9.76,7.76,2.46,1.5,7.83,5.45,6.24,10.96
3.34,2.54,3.82,0.51,0.17,0.36,1.26,3.75,2.74,1.91,5.0,0.0,4.24,5.54,2.48,4.13,1.16,5.51,0.16,4.19,4.12,1.25,0.25,0.0,4.16,1.4,4.77,4.85,3.55,0.0,3.15,1.15,1.27,1.41,1.23,2.6,1.06,4.36
3.06,0.99,4.86,2.5,0.02,0.6,1.32,4.46,3.99,0.6,4.08,0.01,3.75,4.66,0.97,5.14,2.48,4.19,0.01,4.1,5.34,3.15,0.63,0.01,4.08,1.5,5.29,5.38,4.69,0.68,4.26,2.82,0.11,3.22,2.84,0.01,0.68,5.19
8.2,0.16,0.01,1.16,2.99,0.83,1.82,0.21,0.08,0.21,9.3,0.83,8.77,9.87,0.15,0.03,1.2,9.53,2.98,9.01,9.48,6.57,0.15,0.11,9.3,6.19,10.06,10.08,8.86,0.81,8.44,6.5,1.08,0.12,6.56,3.32,4.31,9.72
5.85,4.23,4.21,0.89,0.01,0.47,2.34,3.29,1.58,1.02,7.65,0.09,6.85,8.11,4.51,4.01,0.91,8.16,0.03,5.62,5.49,2.41,0.35,0.05,4.95,4.32,6.27,6.3,5.2,0.01,4.75,2.39,0.86,1.12,2.56,5.75,2.06,5.71
4.9,1.49,2.65,0.3,0.14,0.13,2.66,2.27,1.83,1.05,5.92,0.8,5.4,6.48,1.38,2.95,0.28,6.16,0.17,5.68,6.39,3.61,1.19,0.0,5.92,3.02,6.78,6.77,5.73,0.14,5.27,3.53,0.61,1.43,3.61,0.42,0.96,6.56
1.44,2.59,5.51,1.56,0.39,0.14,0.08,5.44,4.53,2.8,3.12,0.51,2.35,3.66,2.54,6.0,2.71,3.64,0.55,2.3,2.67,0.34,1.26,0.0,3.11,0.03,3.17,3.23,2.0,0.08,1.56,0.0,1.32,0.51,0.14,1.84,0.08,2.9
0.99,2.56,5.96,2.3,0.69,0.42,0.28,5.85,5.06,2.85,2.44,0.75,1.71,2.99,2.5,6.49,3.46,2.95,0.98,1.81,2.67,0.34,1.86,0.0,2.44,0.02,2.88,2.87,2.03,0.02,1.46,0.09,1.63,0.4,0.17,1.52,0.02,2.65
6.19,4.19,4.15,0.55,0.0,0.7,2.59,3.22,1.37,0.92,7.99,0.06,7.19,8.45,4.53,3.99,0.6,8.5,0.0,5.94,5.81,2.68,0.27,0.02,5.25,4.66,6.58,6.62,5.53,0.0,5.05,2.66,0.69,0.87,2.89,6.01,2.4,6.03
7.73,0.13,0.05,0.65,2.3,0.85,0.46,0.85,0.12,1.3,9.07,0.85,8.46,9.62,0.09,0.05,0.64,9.39,2.41,8.58,8.78,5.87,0.21,0.07,8.76,5.65,9.41,9.49,8.2,0.85,7.79,5.79,0.69,0.82,5.86,3.64,4.28,9.01
4.99,1.6,3.2,0.56,0.16,0.26,2.83,2.57,2.06,0.26,5.95,0.26,5.51,6.52,1.52,3.25,0.54,6.11,0.15,5.85,6.81,4.16,1.45,0.0,5.95,3.18,6.99,7.02,6.15,0.07,5.64,4.06,0.29,1.45,4.07,0.01,1.07,6.83
1.69,2.0,6.08,3.78,0.08,1.0,0.6,5.75,5.29,1.0,2.74,0.02,2.55,3.33,1.96,6.43,3.76,2.83,0.07,2.88,4.22,2.23,1.76,0.01,2.74,0.67,4.11,4.24,3.54,0.42,3.27,2.18,0.24,2.18,2.3,0.0,0.64,4.0
