IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
0.41,5.09,9.16,6.17,0.84,0.22,0.22,8.88,8.39,0.22,0.02,0.22,2.31,1.47,5.05,9.55,6.89,0.89,1.08,2.21,2.82,2.07,4.88,0.01,0.0,0.0,2.7,2.58,2.23,1.91,2.35,1.77,0.47,2.03,1.81,0.81,0.0,2.75
9.28,0.24,0.0,0.58,3.63,2.28,1.07,0.36,0.36,0.36,10.64,2.28,10.02,11.2,0.32,0.01,0.72,10.97,3.73,10.13,10.23,7.35,0.03,0.05,10.14,7.19,10.88,10.96,9.67,2.28,9.27,7.26,2.03,1.12,7.34,5.11,5.84,10.46
5.92,1.95,2.15,0.01,0.57,0.48,2.65,1.46,0.99,0.48,6.9,0.01,6.4,7.47,1.93,2.15,0.01,7.11,0.56,6.7,7.39,4.57,0.35,0.0,6.9,4.02,7.8,7.79,6.74,0.01,6.28,4.49,0.34,0.6,4.56,1.0,1.9,7.58
0.22,5.79,9.37,5.22,0.77,0.34,0.21,9.27,8.43,0.34,0.81,0.34,0.21,0.86,5.74,9.9,5.55,1.24,1.07,0.03,0.03,0.34,4.26,0.0,0.81,0.16,0.14,0.0,0.34,1.1,0.34,0.0,1.37,0.11,0.34,3.29,0.08,0.18
5.39,2.03,1.61,0.06,0.36,0.05,2.07,1.54,0.58,0.21,6.88,0.29,6.19,7.42,2.01,2.14,0.05,7.29,0.45,6.25,6.34,3.44,0.0,0.0,6.33,3.31,6.98,7.06,5.76,0.04,5.36,3.36,0.04,0.24,3.43,2.44,2.7,6.57
8.7,0.0,0.0,0.03,3.3,1.81,1.43,0.91,0.22,0.91,9.98,1.81,9.4,10.54,0.04,0.32,0.04,10.27,3.4,9.54,9.78,6.87,0.01,0.0,9.77,6.63,10.41,10.49,9.2,1.81,8.79,6.79,1.37,1.01,6.86,4.29,5.09,10.02
0.0,6.36,9.84,5.55,0.6,0.0,0.0,9.76,8.87,0.0,1.26,0.0,0.02,1.42,6.3,10.31,5.62,1.76,1.27,0.0,0.0,0.0,4.44,0.0,1.26,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.41,0.06,0.0,3.92,0.04,0.0
3.5,0.25,4.21,1.92,0.0,0.18,1.23,3.89,3.43,1.11,4.37,0.18,3.91,4.94,0.22,4.56,1.9,4.57,0.01,4.25,5.33,2.92,0.02,0.01,4.37,1.58,5.39,5.43,4.68,0.18,4.12,2.57,0.11,2.67,2.58,0.0,0.05,5.25
9.07,0.05,0.1,0.24,3.58,2.15,1.53,0.81,0.15,0.81,10.37,2.15,9.78,10.93,0.15,0.16,0.24,10.68,3.67,9.91,10.11,7.21,0.15,0.08,10.07,6.99,10.74,10.83,9.53,2.15,9.13,7.12,1.78,1.42,7.19,4.71,5.51,10.34
4.25,3.65,3.74,0.14,0.04,0.25,1.99,3.29,2.28,1.27,6.0,0.74,5.22,6.53,3.59,3.61,0.13,6.51,0.08,4.7,4.58,1.77,0.65,0.0,4.36,2.46,5.3,5.36,4.12,0.01,3.75,1.67,1.04,1.34,1.8,3.69,1.16,4.81
7.82,0.38,0.38,0.18,1.39,0.3,0.99,0.3,0.3,0.45,9.42,0.3,8.7,9.97,1.09,0.18,0.92,9.89,1.92,8.53,8.4,5.53,0.09,0.03,8.16,5.8,9.11,9.18,7.92,0.3,7.53,5.44,0.57,0.1,5.55,4.89,4.95,8.63
7.22,0.23,0.21,0.76,1.75,0.32,0.24,0.32,0.18,1.75,8.6,0.32,7.97,9.15,0.21,0.25,0.75,8.94,1.86,8.07,8.23,5.33,0.07,0.0,8.21,5.14,8.87,8.95,7.66,0.32,7.25,5.25,0.51,0.32,5.32,3.37,3.9,8.47
7.13,3.2,3.11,0.0,0.38,0.09,3.69,2.15,0.11,0.09,8.92,0.09,8.12,9.43,3.77,2.98,0.02,9.43,0.46,7.1,6.97,3.94,0.08,0.02,6.47,5.43,7.74,7.78,6.65,0.0,6.27,3.89,0.07,0.03,3.99,6.12,3.44,7.19
1.8,3.89,6.21,1.54,0.57,1.15,0.74,6.1,5.07,1.8,3.58,1.21,2.78,3.97,3.83,6.41,2.31,4.07,0.56,1.87,1.75,0.68,0.78,0.0,1.86,1.33,2.43,2.5,1.24,0.21,0.87,0.0,0.29,0.58,0.67,3.18,0.22,1.98
1.93,1.61,5.34,2.53,0.72,0.39,0.39,5.16,4.53,2.34,2.93,0.59,2.35,3.49,1.55,5.83,3.33,3.3,0.71,2.64,3.68,1.33,1.1,0.02,2.93,0.17,3.74,3.76,3.04,0.04,2.45,0.98,0.96,1.38,1.0,0.52,0.04,3.57
6.34,1.17,0.63,0.26,1.01,0.51,1.19,0.51,0.14,1.32,7.66,0.51,7.05,8.22,1.15,1.11,0.24,8.0,1.43,7.18,7.46,4.54,0.41,0.03,7.51,4.27,8.07,8.16,6.86,0.05,6.45,4.46,0.03,0.1,4.53,2.45,2.95,7.69
2.75,5.1,7.01,2.28,0.16,0.58,0.51,6.67,5.46,0.58,4.34,0.51,3.36,4.54,5.05,6.99,1.45,4.77,0.16,1.63,1.51,0.58,0.6,0.0,0.99,2.57,2.28,2.31,1.28,0.11,0.77,0.0,0.76,0.38,0.58,4.43,0.52,1.72
0.43,4.46,8.44,5.12,0.97,0.42,0.3,8.22,7.64,0.94,0.09,0.94,1.16,0.7,4.41,8.89,6.25,0.19,0.97,1.07,2.12,0.98,4.2,0.01,0.09,0.09,1.88,1.91,1.34,1.1,1.45,0.67,0.63,0.94,0.71,1.13,0.09,1.85
0.05,3.62,7.67,4.82,0.9,0.25,0.32,7.41,6.91,1.5,1.12,0.07,1.53,1.74,3.57,8.08,5.43,1.13,0.89,1.7,3.11,1.45,3.42,0.0,1.12,0.0,2.84,2.92,2.29,0.56,2.32,1.31,0.1,1.07,1.45,0.23,0.31,2.73
5.15,2.61,2.38,0.23,0.05,0.11,2.56,2.04,1.0,0.11,6.79,0.28,6.05,7.33,2.51,2.34,0.22,7.29,0.17,5.93,5.81,3.05,0.07,0.0,5.68,3.16,6.5,6.57,5.29,0.0,4.9,2.94,0.16,0.14,3.03,3.19,2.46,6.04
3.87,2.55,3.26,0.54,0.01,0.01,1.83,3.18,2.17,1.4,5.49,0.25,4.75,6.03,2.49,3.58,0.85,6.0,0.07,4.73,4.69,1.82,0.79,0.01,4.7,1.87,5.34,5.42,4.12,0.0,3.72,1.72,0.73,0.85,1.8,2.57,1.57,4.93
0.54,3.35,7.43,4.89,0.48,0.72,0.03,7.12,6.66,1.05,1.54,0.39,1.98,2.25,3.3,7.8,5.13,1.61,0.47,2.19,3.61,1.85,3.12,0.0,1.54,0.29,3.37,3.44,2.81,0.61,2.82,1.77,0.17,1.52,1.87,0.0,0.6,3.25
4.9,2.53,2.1,0.31,0.01,0.34,2.57,2.03,1.06,0.55,6.41,0.58,5.71,6.96,2.51,2.59,0.29,6.85,0.0,5.76,5.85,2.95,0.08,0.01,5.86,2.83,6.48,6.56,5.27,0.01,4.86,2.86,0.06,0.07,2.93,2.33,2.48,6.08
6.15,2.31,2.26,0.0,0.13,0.48,2.49,1.53,0.52,0.04,7.87,0.06,7.09,8.4,2.52,2.05,0.01,8.38,0.12,6.58,6.45,3.5,0.04,0.03,6.14,4.28,7.19,7.25,6.02,0.0,5.66,3.42,0.52,0.18,3.51,4.48,2.94,6.68
7.26,4.86,4.77,0.09,0.01,0.07,3.17,3.8,1.7,0.13,9.06,0.13,8.26,9.46,5.41,4.63,0.07,9.56,0.03,6.72,6.61,3.36,0.26,0.01,5.95,5.84,7.38,7.4,6.37,0.01,5.72,3.33,0.15,1.14,3.78,7.27,3.45,6.82
0.02,5.87,9.3,5.0,0.3,0.34,0.19,9.23,8.32,0.34,1.32,0.34,0.03,1.36,5.82,9.75,5.14,1.72,0.72,0.34,0.09,0.34,3.91,0.0,1.32,0.02,0.34,0.34,0.11,0.66,0.34,0.0,0.91,0.05,0.34,3.59,0.02,0.34
4.36,4.18,4.16,0.2,0.01,0.14,1.95,3.58,2.49,1.47,6.15,0.52,5.36,6.66,4.12,3.94,0.2,6.66,0.06,4.54,4.41,1.45,0.61,0.01,4.08,2.72,5.16,5.21,4.01,0.01,3.66,1.37,0.6,1.79,1.46,4.24,0.89,4.64
4.24,0.98,3.77,1.31,0.16,0.47,2.13,3.29,2.8,0.47,5.21,0.47,4.79,5.77,0.91,3.96,1.29,5.36,0.15,5.13,6.22,3.7,0.81,0.01,5.21,2.47,6.28,6.33,5.56,0.56,5.02,3.45,0.14,2.2,3.47,0.04,0.57,6.15
7.11,1.16,1.16,0.88,1.74,0.17,2.43,0.51,0.07,0.17,8.06,0.17,7.58,8.62,1.14,1.13,0.86,8.24,1.73,7.89,8.57,5.72,0.57,0.0,8.06,5.2,9.0,8.99,7.92,0.04,7.47,5.65,0.04,0.08,5.71,1.93,3.07,8.77
0.06,5.53,9.32,5.47,1.47,0.19,0.04,9.17,8.45,0.19,0.04,0.19,0.91,0.09,5.48,9.82,6.14,0.41,1.62,0.45,0.7,0.12,4.76,0.0,0.0,0.04,0.57,0.47,0.13,1.8,0.24,0.01,1.13,0.49,0.14,2.54,0.41,0.61
4.0,1.96,2.91,0.98,0.02,0.31,1.92,2.85,1.98,1.49,5.47,0.52,4.78,6.02,1.87,3.47,1.09,5.9,0.01,4.85,5.09,2.17,0.75,0.0,5.22,1.92,5.69,5.78,4.48,0.02,4.07,2.11,0.46,0.92,2.17,1.88,1.76,5.33
0.74,5.29,9.37,6.72,0.7,0.09,0.08,9.03,8.52,0.09,0.64,0.09,3.05,2.29,5.25,9.7,7.02,1.68,0.8,2.99,3.63,2.87,5.05,0.01,0.64,0.03,3.52,3.39,3.06,2.43,3.18,2.58,0.41,2.7,2.61,0.52,0.1,3.57
6.28,1.42,1.63,0.06,1.08,0.7,2.11,0.92,0.49,0.7,7.35,0.5,6.83,7.92,1.41,1.6,0.05,7.59,1.07,7.08,7.66,4.78,0.14,0.0,7.35,4.31,8.17,8.16,7.02,0.06,6.59,4.72,0.13,0.34,4.78,1.55,2.37,7.9
1.13,4.77,7.83,3.37,0.31,0.59,0.52,7.76,6.8,0.72,2.24,0.72,1.31,2.35,4.71,8.18,3.64,2.61,0.3,0.55,0.51,0.16,2.3,0.05,1.79,0.59,0.84,0.89,0.0,0.01,0.72,0.05,0.02,0.65,0.72,3.27,0.45,0.57
2.19,1.66,5.7,3.37,0.02,0.72,0.93,5.34,4.89,0.72,3.25,0.28,3.04,3.83,1.63,6.02,3.35,3.33,0.03,3.37,4.69,2.69,1.39,0.0,3.25,0.97,4.6,4.72,4.02,0.72,3.7,2.56,0.07,2.68,2.61,0.02,0.97,4.49
6.87,1.25,1.2,0.18,0.66,0.62,1.48,0.62,0.45,0.39,8.52,0.41,7.77,9.06,1.53,1.0,0.16,9.02,0.96,7.5,7.37,4.49,0.03,0.0,7.12,4.89,8.09,8.15,6.9,0.11,6.52,4.4,0.14,0.01,4.5,4.41,3.91,7.6
4.88,3.06,2.86,0.01,0.02,0.04,2.73,2.42,1.41,0.4,6.57,0.64,5.81,7.1,2.95,2.74,0.43,7.08,0.02,5.54,5.41,2.66,0.22,0.01,5.24,2.97,6.12,6.18,4.92,0.0,4.53,2.57,0.23,0.54,2.69,3.44,2.03,5.64
7.55,0.35,0.32,0.37,1.4,0.24,0.76,0.24,0.2,0.76,9.13,0.24,8.41,9.68,0.87,0.15,0.99,9.59,1.68,8.31,8.18,5.35,0.11,0.14,7.97,5.52,8.89,8.95,7.68,0.24,7.29,5.26,0.33,0.07,5.37,4.56,4.76,8.41
0.85,3.0,6.11,2.07,0.42,0.15,0.22,6.04,5.14,2.35,2.59,1.1,1.8,3.11,2.95,6.6,3.17,3.11,0.41,1.7,2.19,0.03,1.75,0.01,2.59,0.25,2.65,2.64,1.54,0.03,1.02,0.01,1.06,0.02,0.05,2.06,0.03,2.35
5.5,1.91,1.48,0.08,0.36,0.06,1.95,1.41,0.47,0.28,6.98,0.26,6.29,7.52,1.89,2.02,0.06,7.38,0.58,6.36,6.47,3.57,0.0,0.0,6.47,3.42,7.1,7.19,5.89,0.08,5.49,3.48,0.03,0.18,3.55,2.44,2.73,6.7
6.54,0.87,0.37,0.25,1.17,0.3,0.9,0.3,0.44,1.3,7.92,0.3,7.28,8.47,0.85,0.93,0.23,8.27,1.37,7.39,7.58,4.67,0.26,0.01,7.59,4.46,8.21,8.29,6.99,0.07,6.59,4.59,0.01,0.02,4.66,2.8,3.28,7.81
1.15,2.44,5.78,2.14,0.82,0.45,0.29,5.67,4.87,2.93,2.63,0.9,1.9,3.17,2.39,6.31,3.31,3.14,0.97,1.98,2.76,0.49,1.71,0.01,2.63,0.01,3.04,3.03,2.11,0.01,1.56,0.05,1.64,0.44,0.1,1.46,0.01,2.8
0.78,4.16,8.24,5.78,0.11,0.01,0.35,7.89,7.4,0.56,1.18,0.25,2.52,2.31,4.12,8.57,5.89,1.57,0.18,2.63,3.76,2.47,3.91,0.0,1.17,0.25,3.54,3.54,3.02,1.49,3.13,2.27,0.07,2.08,2.37,0.01,0.86,3.53
7.21,5.42,5.34,0.32,0.02,0.12,2.93,4.37,2.27,0.12,9.0,0.12,8.18,9.34,5.93,5.2,0.65,9.48,0.11,6.49,6.39,3.15,0.25,0.0,5.7,5.91,7.16,7.17,6.13,0.02,5.45,3.11,0.15,1.71,3.57,7.56,3.37,6.6
1.5,2.15,6.23,3.95,0.23,1.1,0.41,5.92,5.45,1.1,2.54,0.06,2.37,3.13,2.1,6.59,3.93,2.63,0.22,2.69,4.04,2.06,1.92,0.0,2.54,0.62,3.93,4.06,3.36,0.31,3.1,2.0,0.13,1.99,2.12,0.06,0.55,3.81
5.71,3.11,3.06,0.29,0.0,0.24,3.19,2.28,1.09,0.14,7.47,0.0,6.68,7.99,3.29,2.84,0.39,7.99,0.01,5.94,5.81,2.82,0.13,0.01,5.44,3.94,6.56,6.62,5.42,0.0,5.07,2.73,0.87,0.75,2.83,4.73,2.25,6.04
2.77,4.31,5.94,1.24,0.08,1.2,0.13,5.62,4.54,1.2,4.55,0.88,3.74,4.91,4.26,5.93,1.45,5.03,0.06,2.46,2.33,0.37,0.31,0.01,2.03,1.91,3.09,3.13,1.97,0.08,1.64,0.01,0.66,0.07,0.36,3.83,0.07,2.55
0.29,4.93,8.39,4.22,0.09,0.45,0.03,8.3,7.43,0.89,1.21,0.89,0.28,1.26,4.87,8.89,4.73,1.52,0.4,0.06,0.4,0.16,3.36,0.0,1.21,0.03,0.44,0.44,0.14,0.45,0.44,0.0,0.8,0.03,0.89,2.81,0.16,0.26
3.46,5.33,6.72,2.1,0.06,0.22,0.22,6.12,4.79,0.22,5.12,0.22,4.19,5.35,5.27,6.53,0.63,5.57,0.04,2.43,2.33,0.07,0.81,0.0,1.7,2.91,3.1,3.12,2.08,0.06,1.49,0.0,1.33,0.11,0.09,4.82,0.7,2.53
3.02,5.07,6.74,2.06,0.05,0.49,0.49,6.29,5.05,0.49,4.68,0.49,3.78,4.91,5.02,6.65,1.07,5.12,0.03,2.06,1.94,0.33,0.45,0.02,1.39,2.59,2.71,2.74,1.71,0.04,1.18,0.02,0.9,0.19,0.34,4.49,0.6,2.15
1.57,3.78,6.25,1.67,0.39,1.05,0.93,6.18,5.16,1.81,3.35,1.18,2.56,3.76,3.73,6.51,2.53,3.84,0.38,1.81,1.69,0.8,1.01,0.0,1.93,1.21,2.34,2.41,1.12,0.01,0.73,0.0,0.22,0.8,0.77,3.03,0.01,1.92
5.6,2.05,1.92,0.03,0.47,0.34,2.47,1.48,1.06,1.01,6.69,0.03,6.16,7.26,2.04,2.15,0.05,6.95,0.46,6.4,6.99,4.13,0.47,0.01,6.69,3.63,7.49,7.48,6.34,0.03,5.91,4.06,0.77,0.72,4.12,1.15,1.75,7.23
0.36,4.9,8.95,5.91,0.9,0.42,0.26,8.69,8.19,0.42,0.03,0.42,2.04,1.26,4.85,9.36,6.71,0.63,1.13,1.95,2.66,1.82,4.7,0.0,0.01,0.04,2.5,2.42,2.02,1.67,2.15,1.52,0.5,1.76,1.55,0.75,0.03,2.56
3.68,5.07,6.11,1.45,0.11,0.56,0.17,5.46,4.14,0.56,5.43,0.06,4.59,5.74,5.02,5.89,0.63,5.9,0.07,3.0,2.87,0.0,0.86,0.01,2.31,2.79,3.65,3.68,2.65,0.02,2.12,0.01,1.27,0.01,0.2,4.7,0.46,3.09
6.56,1.27,1.49,0.29,1.27,0.54,2.17,0.77,0.29,0.54,7.59,0.54,7.08,8.16,1.26,1.47,0.27,7.81,1.26,7.35,7.96,5.1,0.4,0.0,7.59,4.61,8.45,8.44,7.32,0.05,6.89,5.03,0.05,0.02,5.09,1.65,2.59,8.2
5.97,5.02,5.0,0.78,0.0,0.17,1.92,4.07,2.18,0.58,7.76,0.22,6.97,8.14,5.33,4.82,1.21,8.26,0.05,5.43,5.31,2.07,0.05,0.05,4.68,4.63,6.09,6.11,5.07,0.0,4.47,2.06,0.49,1.69,2.49,6.35,2.14,5.52
5.27,4.52,4.48,0.91,0.0,0.12,1.85,3.64,2.11,0.82,7.08,0.04,6.27,7.52,4.71,4.27,0.9,7.58,0.09,5.03,4.9,1.88,0.11,0.02,4.37,3.8,5.67,5.71,4.6,0.0,4.18,1.83,0.48,1.68,1.96,5.43,1.47,5.12
7.81,0.14,0.04,0.1,2.05,0.71,0.33,0.71,0.04,1.36,9.28,0.71,8.6,9.82,0.22,0.14,0.09,9.65,2.15,8.67,8.67,5.83,0.07,0.12,8.56,5.73,9.34,9.42,8.13,0.71,7.73,5.73,0.77,0.57,5.81,4.21,4.7,8.91
9.98,0.32,0.51,1.05,4.49,2.97,1.85,0.13,0.08,0.13,11.26,2.97,10.68,11.82,0.32,0.59,1.05,11.55,4.58,10.82,11.03,8.13,0.22,0.0,10.98,7.91,11.66,11.75,10.45,2.96,10.05,8.04,2.65,1.98,8.11,5.48,6.35,11.26
0.73,4.49,7.78,3.53,0.14,0.12,0.03,7.72,6.8,1.12,1.69,1.12,0.8,1.89,4.44,8.24,4.1,2.1,0.12,0.37,0.86,0.04,2.69,0.0,1.69,0.12,0.98,0.96,0.22,0.01,0.32,0.0,0.46,0.3,0.32,2.78,0.34,0.7
6.6,5.09,5.0,0.16,0.07,0.54,2.46,4.05,2.0,0.54,8.4,0.15,7.6,8.77,5.48,4.87,0.7,8.89,0.04,6.01,5.9,2.64,0.0,0.0,5.24,5.25,6.67,6.69,5.65,0.01,5.01,2.62,0.27,1.47,3.07,6.89,2.77,6.11
2.31,1.21,4.94,2.45,0.32,0.02,0.02,4.75,4.14,2.19,3.34,0.33,2.77,3.9,1.16,5.42,2.91,3.68,0.31,3.05,4.01,1.69,0.7,0.0,3.34,0.49,4.15,4.16,3.35,0.02,2.8,1.25,0.96,1.68,1.27,0.41,0.07,3.97
7.66,0.13,0.01,0.57,2.18,0.76,0.33,0.76,0.03,1.43,9.01,0.76,8.39,9.56,0.16,0.02,0.56,9.34,2.29,8.5,8.68,5.78,0.09,0.04,8.66,5.58,9.32,9.4,8.1,0.76,7.7,5.7,0.74,0.69,5.77,3.64,4.24,8.92
6.02,2.0,2.19,0.01,0.63,0.27,2.8,1.5,0.99,0.27,6.94,0.04,6.46,7.51,1.99,2.17,0.03,7.14,0.62,6.78,7.52,4.72,0.51,0.0,6.94,4.11,7.89,7.89,6.87,0.01,6.4,4.65,0.2,0.49,4.72,0.92,1.95,7.68
1.95,1.69,5.03,1.94,0.29,0.05,0.05,4.9,4.17,2.79,3.28,0.46,2.61,3.83,1.64,5.55,3.02,3.73,0.72,2.76,3.51,1.21,0.91,0.0,3.28,0.25,3.84,3.83,2.85,0.0,2.34,0.76,1.48,1.19,0.77,0.98,0.01,3.6
6.54,0.88,0.37,0.25,1.16,0.3,0.91,0.3,0.43,1.3,7.91,0.3,7.28,8.47,0.86,0.94,0.23,8.26,1.36,7.38,7.58,4.67,0.26,0.01,7.58,4.45,8.2,8.29,6.99,0.07,6.58,4.59,0.02,0.01,4.65,2.79,3.27,7.81
6.27,1.43,1.63,0.07,1.07,0.72,2.11,0.93,0.49,0.72,7.34,0.49,6.82,7.91,1.41,1.6,0.05,7.58,1.06,7.07,7.64,4.77,0.14,0.01,7.34,4.3,8.16,8.15,7.0,0.07,6.58,4.7,0.14,0.35,4.76,1.55,2.37,7.88
8.88,0.0,0.09,0.57,3.64,1.63,1.94,0.23,0.23,0.23,10.05,1.63,9.5,10.61,0.01,0.59,0.62,10.3,3.72,9.7,10.07,7.15,0.12,0.03,10.05,6.84,10.68,10.75,9.47,1.62,9.06,7.08,1.53,0.66,7.14,4.13,5.08,10.31
4.62,3.16,2.85,0.02,0.07,0.04,2.5,2.6,1.56,0.62,6.28,0.82,5.52,6.82,3.06,2.9,0.23,6.79,0.06,5.38,5.26,2.5,0.28,0.01,5.14,2.66,5.94,6.01,4.73,0.0,4.34,2.39,0.3,0.43,2.48,3.11,1.92,5.49
5.4,4.84,4.81,1.12,0.03,0.02,1.64,3.94,2.28,0.47,7.2,0.0,6.4,7.61,5.06,4.6,1.12,7.69,0.1,5.0,4.87,1.72,0.02,0.0,4.29,4.01,5.65,5.68,4.62,0.0,4.09,1.7,0.85,1.81,2.03,5.73,1.6,5.09
7.39,0.47,0.38,0.52,1.38,0.16,0.7,0.16,0.26,0.92,8.97,0.16,8.25,9.51,0.79,0.16,0.89,9.42,1.54,8.17,8.04,5.23,0.09,0.05,7.85,5.35,8.75,8.81,7.54,0.16,7.15,5.14,0.15,0.11,5.25,4.38,4.63,8.27
2.62,4.08,5.79,1.06,0.19,1.43,0.04,5.52,4.51,1.43,4.41,0.8,3.62,4.81,4.03,5.83,1.65,4.9,0.22,2.49,2.36,0.16,0.18,0.01,2.15,1.68,3.1,3.16,1.96,0.04,1.61,0.01,0.61,0.09,0.14,3.6,0.04,2.59
3.42,5.35,6.79,2.19,0.01,0.17,0.17,6.2,4.88,0.17,5.07,0.17,4.12,5.29,5.3,6.61,0.69,5.51,0.03,2.35,2.24,0.06,0.79,0.03,1.61,2.91,3.01,3.03,1.99,0.01,1.4,0.03,1.29,0.18,0.02,4.82,0.76,2.45
0.33,5.04,9.12,6.32,0.53,0.3,0.17,8.81,8.34,0.3,0.35,0.3,2.59,1.86,4.99,9.48,6.81,1.23,0.75,2.54,3.24,2.42,4.81,0.0,0.35,0.0,3.1,3.0,2.63,2.03,2.75,2.12,0.06,2.26,2.15,0.55,0.0,3.15
0.25,4.01,7.6,3.71,0.15,0.55,0.09,7.48,6.7,1.78,1.04,1.16,0.24,1.51,3.96,8.13,4.73,1.53,0.15,0.28,1.34,0.4,3.25,0.03,1.04,0.08,1.33,1.38,0.72,0.53,0.37,0.03,0.95,0.07,0.4,1.97,0.04,1.2
1.27,4.48,7.29,2.74,0.01,0.86,0.86,7.22,6.23,0.86,2.74,0.86,1.85,2.95,4.43,7.58,3.03,3.17,0.0,0.86,0.72,0.49,1.64,0.0,1.47,1.13,1.28,1.37,0.07,0.0,0.34,0.0,0.0,0.78,0.85,3.33,0.31,0.96
1.28,2.3,5.99,2.73,1.1,0.96,0.22,5.84,5.16,2.68,2.29,0.32,1.67,2.83,2.25,6.49,3.9,2.72,1.3,1.94,3.02,0.77,1.77,0.01,2.29,0.01,3.04,3.06,2.43,0.01,1.85,0.65,1.07,0.94,0.73,0.96,0.01,2.88
5.72,4.78,4.76,1.09,0.01,0.01,1.87,3.85,2.09,0.6,7.52,0.01,6.72,7.92,5.05,4.56,1.24,8.01,0.0,5.3,5.17,1.99,0.07,0.06,4.58,4.32,5.95,5.98,4.93,0.0,4.38,1.97,0.71,1.6,2.35,6.0,1.92,5.39
0.56,3.09,7.06,3.98,0.8,0.72,0.28,6.85,6.27,2.09,1.32,0.18,1.07,1.88,3.04,7.52,4.92,1.55,0.79,1.38,2.75,0.82,2.83,0.02,1.32,0.02,2.62,2.76,2.06,0.02,1.87,0.77,0.45,0.68,0.87,0.46,0.02,2.5
2.04,2.58,6.52,4.03,0.0,0.01,1.42,6.05,5.48,0.01,3.01,0.01,3.28,3.78,2.55,6.69,4.01,3.14,0.08,3.57,4.97,3.03,2.27,0.01,2.98,1.68,4.8,4.95,4.23,1.4,4.09,2.98,1.03,2.85,3.09,0.0,1.64,4.67
5.72,4.65,4.63,1.07,0.02,0.08,1.97,3.72,1.98,0.71,7.53,0.01,6.73,7.95,4.92,4.43,1.18,8.03,0.02,5.36,5.23,2.07,0.09,0.01,4.65,4.3,6.0,6.03,4.97,0.0,4.45,2.05,0.73,1.49,2.37,5.92,1.93,5.44
1.39,2.37,5.51,1.81,0.62,0.41,0.31,5.43,4.58,2.98,2.95,0.68,2.21,3.5,2.31,6.05,2.98,3.47,0.72,2.24,2.84,0.55,1.53,0.0,2.95,0.0,3.27,3.25,2.18,0.0,1.68,0.1,1.58,0.54,0.18,1.53,0.0,2.99
3.3,0.53,3.92,1.89,0.1,0.3,1.07,3.71,3.15,1.86,4.38,0.22,3.82,4.94,0.48,4.38,1.87,4.69,0.09,4.08,4.86,2.25,0.2,0.0,4.38,1.51,5.18,5.17,4.2,0.04,3.7,2.13,0.26,2.2,2.14,0.59,0.63,4.96
5.84,2.11,2.33,0.01,0.46,0.39,2.83,1.62,1.13,0.39,6.78,0.12,6.3,7.35,2.1,2.31,0.03,6.98,0.45,6.61,7.34,4.55,0.53,0.02,6.78,3.94,7.72,7.71,6.69,0.01,6.22,4.47,0.37,0.67,4.54,0.82,1.79,7.5
6.7,1.8,1.78,0.01,0.11,0.92,2.09,0.94,0.07,0.01,8.4,0.24,7.64,8.94,2.14,1.59,0.03,8.91,0.7,7.17,7.04,4.09,0.0,0.18,6.73,4.8,7.78,7.84,6.61,0.01,6.25,4.01,0.09,0.0,4.11,4.7,3.53,7.27
5.99,1.97,2.17,0.01,0.62,0.34,2.73,1.47,0.97,0.34,6.94,0.04,6.45,7.51,1.95,2.15,0.06,7.14,0.61,6.77,7.48,4.67,0.44,0.0,6.94,4.1,7.87,7.86,6.83,0.01,6.37,4.6,0.22,0.52,4.67,0.96,1.95,7.66
0.17,5.27,8.94,4.97,0.91,0.65,0.14,8.81,8.03,0.65,0.45,0.65,0.34,0.46,5.21,9.46,5.57,0.77,1.14,0.1,0.62,0.08,4.19,0.0,0.45,0.14,0.36,0.53,0.01,1.23,0.15,0.0,1.0,0.06,0.37,2.69,0.14,0.26
